"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"EAL",0.066,,,"11/12/2014",0.005,0.07576,"2017-02-03",0.07,0.071,0.071,0.13,0.06,9720000,,"ASX",150000,-0.145,0.09,0.21,-8070000,0.056,0.314,,0,,,"0.000"
"EAR",0.18,,,,0,0,"2017-02-03",0.18,0.18,0.18,0.28,0.07,31110000,,"ASX",1225599,0,,0.02,-1510000,2220.52,9.47,,0,,,"0.00"
"EAX",1,,,"8/24/2016",-0.02,-0.02,"2017-02-03",0.98,0.98,0.98,1.8,0.74,25430000,,"ASX",6852,-0.02,0.24,0.46,5840000,0.76,2.16,,0,,,"0.00"
"EBO",16.32,,,"9/29/2016",-0.2,-0.0123,"2017-02-03",16.12,16.12,16.12,19.1,10.75,2440000000,,"ASX",75,0.61,,5.22,161200000,0.48,3.12,26.38,0,,,"0.00"
"ECG",0.2,,,,-0.02,-0.0732,"2017-02-03",0.19,0.19,0.19,0.38,0.16,101650000,,"ASX",17000,-0.01,,0.06,-4870000,7.21,3.6,,0,,,"0.00"
"ECX",3.74,,,"5/16/2016",0.02,0.0053,"2017-02-03",3.71,3.79,3.76,4.35,2.42,970300000,,"ASX",13716157,0.19,0.26,2.55,277220000,1.91,1.46,20.32,1.38,14.46,12.97,"0.00"
"EDE",0.31,,,,-0.02,-0.0645,"2017-02-03",0.28,0.31,0.29,0.34,0.06,337540000,,"ASX",2214580,0,,0.01,-3390000,297.3,23.85,,0,,,"0.00"
"EEG",0.009,,,,0,0,"2017-02-03",0.009,0.009,0.009,0.02,0.008,3100000,,"ASX",2200000,-0.023,,0.097,20250000,0.19,0.093,,0,,,"0.000"
"EGA",0.22,,,,0.02,0.0667,"2017-02-03",0.24,0.24,0.24,0.34,0.22,7800000,,"ASX",18596,-0.03,,0.05,"-693938.00",10557.47,4.41,,0,,,"0.00"
"EGH",0.68,,,,0,0,"2017-02-03",0.68,0.69,0.68,0.8,0.46,153530000,,"ASX",75013,0.05,0.05,0.29,7420000,8.04,2.36,13.08,0.63,13.6,9.71,"0.00"
"EGI",0.96,,,"9/5/2016",0.02,0.0155,"2017-02-03",0.96,0.98,0.98,1.05,0.9,,,"ASX",109809,-0.04,,0,"0.00",,,,0,,,"0.00"
"EGN",0.15,,,"10/9/2008",0.015,0.1,"2017-02-03",0.16,0.165,0.165,0.175,0.031,51300000,,"ASX",29969,0.012,,0.177,10540000,0.348,0.847,13.75,0,,,"0.000"
"EGO",0.29,,,,-0.01,-0.0508,"2017-02-03",0.28,0.29,0.28,0.5,0.26,28630000,,"ASX",32400,-0.03,0.05,0.59,9920000,1.51,0.5,,0.34,5.6,4,"0.00"
"EGS",0.38,,,,-0.015,-0.03947,"2017-02-03",0.365,0.39,0.365,0.555,0.14,178700000,,"ASX",227843,-0.084,0.01,0.008,-19530000,12080.18,47.5,,0,36.5,3.042,"0.000"
"EHE",2.67,,,"3/22/2016",0.02,0.0075,"2017-02-03",2.64,2.69,2.69,6.79,2.08,506210000,,"ASX",3111846,0.15,0.2,3.14,86400000,1.13,0.85,17.81,-1.81,13.45,13.45,"0.00"
"EHL",0.086,0,0,"2/27/2013",0.011,0.12791,"2017-02-03",0.086,0.097,0.097,0.097,0.025,55200000,,"ASX",3378514,-0.404,-0.08,0.011,37780000,0.237,7.818,,0,,,"0.000"
"ELD",4.25,,,"9/26/2008",-0.03,-0.0070999999999999995,"2017-02-03",4.21,4.3,4.22,4.64,3.2,480480000,,"ASX",197439,0.49,0.39,1.62,43840000,0.29,2.63,8.67,0.59,10.82,10.29,"0.00"
"ELK",0.08,,,,0,-0.047599999999999996,"2017-02-03",0.08,0.08,0.08,0.1,0.06,53780000,,"ASX",430585,-0.03,-0.01,0.03,-4870000,961.6,2.47,,0,,8,"0.00"
"ELT",0.012,,,,-0.001,-0.08333,"2017-02-03",0.011,0.011,0.011,0.011,0.005,8440000,,"ASX",156800,-0.002,,0.006,"-845726.00",864.927,2,,0,,,"0.000"
"ELX",1.14,,,"12/3/2002",0.01,0.0088,"2017-02-03",1.12,1.2,1.15,1.62,0.65,131270000.00000001,,"ASX",621600,0.03,0.04,0.42,6420000,1.78,2.7,41.07,0,28.75,19.17,"0.00"
"EMC",0.76,,,"9/25/2008",-0.02,-0.0263,"2017-02-03",0.71,0.76,0.74,1.18,0.19,146470000,,"ASX",613030,-0.09,,0.04,-3640000,355.97,21.11,,0,,,"0.00"
"EME",0.11,,,,0.01,0.0909,"2017-02-03",0.12,0.12,0.12,0.12,0.05,25160000,,"ASX",66083,0,,0.26,-1140000,,0.42,,0,,,"0.00"
"EMF",1.79,,,,0,0,"2017-02-03",1.79,1.8,1.79,1.87,1.69,168140000000,,"ASX",81438,,,0,"0.00",,,,0,,,"0.00"
"EMH",0.66,,,,0.03,0.0455,"2017-02-03",0.68,0.69,0.69,0.77,0.1,83780000,,"ASX",46389,-0.02,,0.07,-1280000,571.43,10,,0,,,"0.00"
"EML",1.67,,,,-0.02,-0.012,"2017-02-03",1.65,1.67,1.65,2.2,0.93,399990000,,"ASX",135661,0,0.05,0.49,1760000,17.37,3.39,,0,33,20.62,"0.00"
"EMR",0.047,,,,0,0,"2017-02-03",0.047,0.048,0.047,0.06,0.023,61410000,,"ASX",478785,0,,0.014,"-804998.00",,3.357,,0,,,"0.000"
"EMU",0.14,,,,0.02,0.1429,"2017-02-03",0.13,0.16,0.16,0.25,0.04,12090000,,"ASX",184395,-0.01,,0.03,"-887295.00",39.19,4.83,,0,,,"0.00"
"EMX",0.057,,,,0,0,"2017-02-03",0.057,0.059,0.057,0.061,0.028,34710000,,"ASX",820725,0.001,,0.01,-9100000,477.794,5.7,57,0,,,"0.000"
"ENB",0.006,,,,0,0,"2017-02-03",0.006,0.006,0.006,0.025,0.001,1560000,,"ASX",332857,-0.006,,0.01,"-560359.00",,0.6,,0,,,"0.000"
"ENN",2.13,,,"6/29/2016",0,0,"2017-02-03",2.13,2.13,2.13,2.34,1.57,150470000,,"ASX",12433,-0.01,0.17,0.68,11390000,2.14,3.13,,0,12.53,11.83,"0.00"
"ENT",0.014,,,,-0.001,-0.07143,"2017-02-03",0.013,0.013,0.013,0.026,0.012,4099999.9999999995,,"ASX",41170,-0.01,,0.026,"-365671.00",,0.538,,0,,,"0.000"
"ENZ",0.12,,,,0.02,0.12,"2017-02-03",0.14,0.14,0.14,0.33,0.09,13360000,,"ASX",6321,-0.02,,0.13,"-776014.00",1.82,0.94,,0,,,"0.00"
"EOR",0.006,,,,0.001,0.16667,"2017-02-03",0.006,0.007,0.007,0.017,0.003,5750000,,"ASX",200000,-0.002,,-0.001,"0.00",,,,0,,,"0.000"
"EOS",1.8,,,,0.045,0.025,"2017-02-03",1.77,1.85,1.845,2.44,1.02,104880000,,"ASX",50811,0.081,,0.095,1900000,3.004,18.947,22.778,0,,,"0.000"
"EPA",0.002,,,,0,0,"2017-02-03",0.002,0.002,0.002,0.006,0.002,3080000,,"ASX",2733,0,,0.001,"-455751.00",14.048,2,,0,,,"0.000"
"EPD",0.5,,,"10/2/2014",0,-0.0101,"2017-02-03",0.48,0.49,0.49,0.55,0.22,58820000,,"ASX",7724,-0.01,0.05,0.44,4010000,0.37,1.13,,0,9.8,7,"0.00"
"EPM",0.008,,,,-0.001,-0.125,"2017-02-03",0.007,0.007,0.007,0.01,0.004,6850000,,"ASX",1098889,-0.001,,0.003,"-352118.00",257.436,2.667,,0,,,"0.000"
"EPT",0.025,,,,0,0,"2017-02-03",0.021,0.025,0.025,0.058,0.012,4240000,,"ASX",4272596,-0.038,,-0.005,-1400000,,,,0,,,"0.000"
"EPW",1.22,,,"9/9/2016",-0.015,-0.0123,"2017-02-03",1.205,1.225,1.205,1.645,0.745,292170000,,"ASX",127933,0.146,0.02,1.944,64680000.00000001,0.107,0.628,8.253,-13.35,60.25,20.083,"0.000"
"EQE",0.012,,,,-0.001,-0.08333,"2017-02-03",0.01,0.011,0.011,0.02,0.006,4780000,,"ASX",1506724,-0.008,,0.003,"-679369.00",1483.786,4,,0,,,"0.000"
"EQT",18.36,,,"9/14/2016",0.02,0.0011,"2017-02-03",18.33,18.38,18.38,20.61,12.91,366940000,,"ASX",2096,0.67,0.98,12.06,27260000,4.38,1.52,27.64,1.8,18.76,16.86,"0.00"
"EQU",0.09,,,,0.01,0.0753,"2017-02-03",0.09,0.1,0.1,0.1,0.02,25000000,,"ASX",4734891,-0.04,,0.01,"0.00",8151.46,13.29,,0,,,"0.00"
"EQX",0.475,,,,0,0,"2017-02-03",0.475,0.475,0.475,0.495,0.265,59110000,,"ASX",2752,-0.007,-0.13,0.348,"-686496.00",50.5,1.365,,0,,,"0.000"
"ERA",0.7,,,"8/9/2010",0,0.0070999999999999995,"2017-02-03",0.69,0.73,0.71,0.75,0.32,367010000,,"ASX",294529,-0.52,-0.14,0.38,-213570000,1.24,1.84,,0,,,"0.00"
"ERF",1.35,,,,0,0,"2017-02-03",1.32,1.35,1.35,1.35,1.25,,,"ASX",15000,0.28,0.07,0,"0.00",,,,0,,,"0.00"
"ERL",0.028,,,,-0.001,-0.03571,"2017-02-03",0.027,0.028,0.027,0.049,0.007,8750000,,"ASX",1736339,-0.006,,-0.001,-1800000,,,,0,,,"0.000"
"ERM",0.12,,,,0,0.0435,"2017-02-03",0.12,0.12,0.12,0.19,0.03,45400000,,"ASX",144502,-0.01,,0.06,"-957301.00",153,1.95,,0,,,"0.00"
"ESH",0.026,,,,-0.001,-0.03846,"2017-02-03",0.025,0.026,0.025,0.034,0.001,"765825.00",,"ASX",603815,0.001,,0.166,"35726.00",1.024,0.157,25,0,,,"0.000"
"ESI",0.017,,,"10/10/2002",-0.001,-0.05882,"2017-02-03",0.016,0.017,0.016,0.027,0.01,43730000,,"ASX",5909979,-0.002,,0.002,"-724599.00",552.972,8.5,,0,,,"0.000"
"ESR",0.082,,,,-0.038,-0.46341,"2017-02-03",0.039,0.057,0.044,0.135,0.012,8279999.999999999,,"ASX",117840568,-0.006,,0.005,2860000,,16.4,,0,,,"0.000"
"ETE",0.008,,,,-0.001,-0.125,"2017-02-03",0.007,0.007,0.007,0.011,0.004,3570000,,"ASX",409233,-0.039,,0.005,-1060000,110.07,1.6,,0,,,"0.000"
"EUR",0.06,,,,0,-0.0323,"2017-02-03",0.06,0.06,0.06,0.14,0.04,,,"ASX",5216,,,0,"0.00",,,,0,,,"0.00"
"EVE",0.008,,,,-0.001,-0.125,"2017-02-03",0.007,0.007,0.007,0.015,0.005,7810000,,"ASX",303363,-0.001,,0.002,"-878696.00",1784800.25,4,,0,,,"0.000"
"EVN",2.21,1.4,0.02,"8/25/2016",0.03,0.013600000000000001,"2017-02-03",2.22,2.26,2.24,3.06,1.39,3290000000,,"ASX",7418606,-0.02,0.18,1.06,527370000,2.44,2.09,,0.54,12.44,9.74,"0.00"
"EVT",14.44,,,"9/7/2016",-0.23,-0.0159,"2017-02-03",14.21,14.47,14.21,15.99,13.13,2260000000,,"ASX",60550,0.81,0.82,6.38,250560000,1.82,2.26,17.54,3.34,17.33,15.97,"0.00"
"EVZ",0.015,,,"3/17/2010",0,0,"2017-02-03",0.015,0.015,0.015,0.022,0.006,3160000,,"ASX",140,-0.012,,0.027,"-55158.00",0.049,0.556,,0,,,"0.000"
"EWC",0.41,,,,0.03,0.0864,"2017-02-03",0.41,0.44,0.44,0.44,0.12,763030000,,"ASX",473324,0.01,0.01,0.37,94900000,3.75,1.11,29.33,0,,,"0.00"
"EXC",0.052,,,,0,0,"2017-02-03",0.052,0.052,0.052,0.092,0.017,12350000,,"ASX",38461,-0.006,,0.022,-1170000,1298.289,2.364,,0,,,"0.000"
"EXG",0.022,,,,0.003,0.13635999999999998,"2017-02-03",0.02,0.025,0.025,0.147,0.016,17680000,,"ASX",15257048,-0.041,-0.01,-0.032,-19600000,0.792,,,0,,,"0.000"
"EXR",0.042,,,,-0.001,-0.023809999999999998,"2017-02-03",0.039,0.045,0.041,0.048,0.017,2770000,,"ASX",524000,-0.013,,0.043,"-736302.00",548.455,0.977,,0,,,"0.000"
"EXU",0.068,,,,0.004,0.05882,"2017-02-03",0.072,0.072,0.072,0.145,0.022,17020000,,"ASX",55000,-0.004,,0.023,"-829904.00",,2.957,,0,,,"0.000"
"EYM",0.009,,,,0,0,"2017-02-03",0.009,0.009,0.009,0.075,0.007,"800054.94",,"ASX",6666691,-0.014,,0.056,"-857234.00",,0.161,,0,,,"0.000"
"EZL",1.04,,,"8/2/2016",0.06,0.057699999999999994,"2017-02-03",1.05,1.1,1.1,1.1,0.7,174430000,,"ASX",39365,0.02,,0.72,"0.00",4.29,1.44,50,0,,,"0.00"
"FAR",0.079,,,,-0.002,-0.02532,"2017-02-03",0.076,0.079,0.077,0.12,0.064,343540000,,"ASX",3894847,-0.006,0,0.034,-22780000,,2.324,,0,,,"0.000"
"FBR",0.079,,,"6/1/2002",0.002,0.02532,"2017-02-03",0.079,0.082,0.081,0.165,0.019,53680000,,"ASX",1510422,-0.014,,0.006,-1590000,175.874,13.167,,0,,,"0.000"
"FBU",9.76,,,"9/22/2016",0.05,0.0051,"2017-02-03",9.65,9.83,9.81,10.78,6.05,6750000000,,"ASX",598910,0.47,0.66,3.9,626670000,1.03,2.5,20.65,2.52,14.86,14.01,"0.00"
"FCT",0.48,,,,0,0,"2017-02-03",0.48,0.49,0.48,0.69,0.2,86300000,,"ASX",83249,-0.04,,0.05,-2250000,13.48,9.8,,0,,,"0.00"
"FDM",0.088,,,,0.007,0.07955,"2017-02-03",0.089,0.095,0.095,0.11,0.041,51780000,,"ASX",2206655,-0.112,,0.04,-36240000,7.013,2.2,,0,,,"0.000"
"FDV",0.45,,,,0,0,"2017-02-03",0.45,0.45,0.45,0.59,0.43,,,"ASX",60000,,-0.04,0,"-325491.00",,,,0,,,"0.00"
"FEL",0.025,,,,0.001,0.04,"2017-02-03",0.026,0.026,0.026,0.04,0.022,6650000,,"ASX",10000,-0.003,,0,"-423900.00",,,,0,,,"0.000"
"FET",2.47,,,"9/29/2016",0.04,0.016200000000000003,"2017-02-03",2.46,2.53,2.51,2.91,2.08,,,"ASX",163467,0.43,0.15,0,"0.00",,,,0,16.73,15.69,"0.00"
"FFC",0.13,,,,0.01,0.07690000000000001,"2017-02-03",0.14,0.14,0.14,0.28,0.04,17850000,,"ASX",5000,,,0.01,-3720000,8.5,9.29,,0,,,"0.00"
"FFT",0.175,,,,0,0,"2017-02-03",0.17,0.175,0.175,1.1,0.16,21440000,,"ASX",38874,-0.048,,0.198,-5580000,1.493,0.884,,0,,,"0.000"
"FGG",1.06,,,,-0.005,-0.004719999999999999,"2017-02-03",1.055,1.065,1.055,1.18,1.02,292410000000,,"ASX",209894,,,0,"0.00",,,,0,,,"0.000"
"FGR",0.13,,,"10/13/2008",0,0,"2017-02-03",0.13,0.13,0.13,0.17,0.05,39970000,,"ASX",134138,-0.02,,0.01,-4610000,,8.67,,0,,,"0.00"
"FGX",1.145,,,"10/12/2015",0,0,"2017-02-03",1.145,1.15,1.145,1.175,1.1,,,"ASX",306871,0.073,,0,"0.00",,,,0,,,"0.000"
"FHS",0.1,,,,-0.005,-0.05,"2017-02-03",0.095,0.1,0.095,0.15,0.095,31190000000,,"ASX",125324,-0.165,,0,"0.00",,,,0,,,"0.000"
"FIG",0.6,,,,0,0,"2017-02-03",0.6,0.61,0.6,0.61,0.6,143830000,,"ASX",159692,0.02,5.1,0.07,7550000,3.6,8.57,37.5,0,0.12,0.08,"0.00"
"FLK",0.96,,,"9/9/2016",-0.003,-0.00312,"2017-02-03",0.955,0.96,0.957,1.02,0.79,141260000,,"ASX",184992,0.037,0.05,0.989,4410000,8.984,0.971,25.865,16.27,19.14,19.14,"0.000"
"FLN",1.01,,,,0,0,"2017-02-03",0.93,1.03,1.01,1.85,0.93,463060000,,"ASX",146704,0,0,0.08,-1770000,9.64,13.12,,0,,,"0.00"
"FLT",29.37,8.92,1.99,"9/15/2016",0.09,0.0031,"2017-02-03",29.32,29.77,29.46,45.37,28.52,2970000000,,"ASX",261442,2.42,2.29,13.34,418200000,1.12,2.2,12.16,19.76,12.86,12.33,"0.00"
"FMG",6.76,5.43,0.26,"9/2/2016",-0.31,-0.045899999999999996,"2017-02-03",6.4,6.74,6.45,6.96,1.49,20080000000,,"ASX",20529912,0.32,0.7,2.69,3150000000,2.97,2.51,20.41,12.36,9.08,15.36,"0.00"
"FML",0.5,,,,-0.02,-0.04,"2017-02-03",0.48,0.52,0.48,0.74,0.32,87720000,,"ASX",19841,-0.02,-0.01,0.56,"982999.00",20.94,0.9,,0,,,"0.00"
"FMS",0.084,,,,-0.003,-0.03571,"2017-02-03",0.081,0.084,0.081,0.084,0.006,238720000,,"ASX",2627669,-0.001,,0.016,-3970000,7565.575,5.25,,0,,,"0.000"
"FND",0.17,,,,0.01,0.0286,"2017-02-03",0.17,0.18,0.18,0.19,0.1,121260000,,"ASX",322852,-0.03,-0.02,0.09,-40680000,9.04,2.01,,0,,2.57,"0.00"
"FNP",3.93,,,"3/31/2016",0.07,0.0178,"2017-02-03",3.96,4.16,4,5.2,3.23,726110000,,"ASX",109483,0.28,0.09,1.63,17710000,4.19,2.42,14.04,0.68,44.44,30.77,"0.00"
"FNT",0.027,,,,-0.003,-0.11111,"2017-02-03",0.024,0.024,0.024,0.087,0.011,1100000,,"ASX",501816,-0.02,,-0.001,"-353204.00",4.326,,,0,,,"0.000"
"FOD",0.049,,,,0.004,0.08163000000000001,"2017-02-03",0.052,0.053,0.053,0.31,0.049,19830000,,"ASX",162688,-0.051,,0.029,-4000000,0.929,1.69,,0,,,"0.000"
"FOR",1.96,,,,-0.01,-0.0051,"2017-02-03",1.95,1.98,1.95,1.98,1.95,,,"ASX",91000,,,0,"0.00",,,,0,,,"0.00"
"FPH",8.39,2.94,0.16,"12/6/2016",0.17,0.0203,"2017-02-03",8.32,8.6,8.56,10.27,7.7,4840000000,,"ASX",324150,0.2,0.29,0.76,191000000,7.58,11.05,42.38,2.11,29.52,25.18,"0.00"
"FRI",0.95,,,"8/11/2016",0,0,"2017-02-03",0.95,0.96,0.95,1.01,0.78,220010000,,"ASX",21015,0.04,0.22,0.98,23420000,2.14,0.97,25,0,,,"0.00"
"FRM",1.7,,,"9/17/1999",-0.08,-0.0471,"2017-02-03",1.62,1.74,1.62,2.69,1.23,89390000,,"ASX",17711,0.15,,0.69,15990000,1,2.46,11.02,0,,9.53,"0.00"
"FRN",0.021,,,,0,0,"2017-02-03",0.021,0.021,0.021,0.027,0.017,5250000,,"ASX",160000,-0.004,,0.013,"0.00",,1.615,,0,,,"0.000"
"FSA",1.29,,,"8/29/2016",0.02,0.0155,"2017-02-03",1.29,1.31,1.31,1.31,0.92,163870000,,"ASX",688,0.11,0.12,0.6,"0.00",2.7,2.16,12.13,0,,,"0.00"
"FSF",5.9,,,"8/31/2016",-0.08,-0.013600000000000001,"2017-02-03",5.82,5.9,5.82,6.07,4.94,,,"ASX",14967,,,0,"0.00",,,,0,,,"0.00"
"FSI",1.6,,,,0,0,"2017-02-03",1.6,1.6,1.6,1.65,1.3,40800000000,,"ASX",8534,0.03,,1.7,"0.00",25760.36,0.94,55.17,0,,,"0.00"
"FTT",0.062,,,,0.002,0.03226,"2017-02-03",0.064,0.064,0.064,0.082,0.032,,,"ASX",418441,-0.053,-0.01,0,"0.00",,,,325,,,"0.000"
"FUN",0.018,,,"11/14/2013",-0.001,-0.05556,"2017-02-03",0.017,0.018,0.017,0.027,0.012,12400000,,"ASX",26563,-0.035,0,-0.023,-8980000,0.145,,,0,,,"0.000"
"FWD",1.9,,,"9/1/2014",-0.01,-0.0053,"2017-02-03",1.88,1.93,1.89,2.29,1,115360000,,"ASX",41180,-0.46,0.05,3.05,9030000,0.4,0.62,,3.9,37.8,14.54,"0.00"
"FXJ",0.91,,,"8/19/2016",-0.025,-0.027469999999999998,"2017-02-03",0.885,0.925,0.885,1.06,0.72,2040000000,,"ASX",6829015,-0.385,0.06,0.396,186150000,1.148,2.298,,-5.22,14.75,14.75,"0.000"
"FXL",2.19,,,"9/8/2016",0.02,0.0091,"2017-02-03",2.18,2.24,2.21,2.92,1.71,822900000,,"ASX",1051655,0.14,0.25,1.64,"0.00",3.41,1.33,15.24,3.47,8.84,7.89,"0.00"
"FZO",0.19,,,,-0.01,-0.07690000000000001,"2017-02-03",0.18,0.18,0.18,0.38,0.14,11160000,,"ASX",25000,-0.12,,-0.04,-2210000,161.94,,,0,,,"0.00"
"GAP",0.41,,,"9/23/2016",-0.01,-0.0361,"2017-02-03",0.4,0.41,0.4,0.44,0.27,118990000,,"ASX",391309,0.03,0.04,0.34,16090000,0.71,1.24,11.76,0,,,"0.00"
"GBG",0.031,,,,-0.003,-0.09677,"2017-02-03",0.028,0.031,0.028,0.041,0.012,41880000,,"ASX",1067811,-0.004,-0.01,0.026,-2620000,159.877,1.192,,0,,,"0.000"
"GBT",3.04,,,"4/6/2016",-0.08,-0.0263,"2017-02-03",2.91,3.11,2.96,5.5,2.91,199570000,,"ASX",240853,0.14,0.15,0.98,12450000,1.9,3.11,21.61,3.47,21.14,15.58,"0.00"
"GBZ",0.015,,,,0,0,"2017-02-03",0.015,0.015,0.015,0.024,0.01,9800000,,"ASX",91936,0.005,,0.024,"-774948.00",36.804,0.625,3,0,,,"0.000"
"GC1",0.95,,,"3/8/2016",0,0,"2017-02-03",0.95,0.95,0.95,1.05,0.93,,,"ASX",1136,,,0,"0.00",,,,0,,,"0.00"
"GCR",0.019,,,,0.003,0.15789,"2017-02-03",0.022,0.022,0.022,0.075,0.01,2240000,,"ASX",19325,-0.013,,0.117,-1450000,,0.162,,0,,,"0.000"
"GCS",0.59,,,"9/14/2016",-0.015,-0.025419999999999998,"2017-02-03",0.575,0.59,0.575,0.6,0.35,115160000,,"ASX",1047234,-0.384,0.07,0.716,27120000,0.64,0.824,,0,8.214,8.214,"0.000"
"GCY",0.56,,,,0.02,0.045,"2017-02-03",0.58,0.59,0.58,0.81,0.13,146680000,,"ASX",46821,0,-0.03,0.14,"-503323.00",1011.59,3.85,,0,,14.5,"0.00"
"GDF",1.09,,,"9/29/2016",-0.03,-0.0275,"2017-02-03",1.06,1.07,1.06,1.1,0.9,,,"ASX",27065,0.19,0.1,0,"0.00",,,,2.07,10.6,9.64,"0.00"
"GDI",0.985,,,,0,0,"2017-02-03",0.985,0.995,0.985,1,0.825,530740000,,"ASX",255543,0.001,0.09,0.038,45270000,6.569,25.921,985,6.02,10.944,9.85,"0.000"
"GDX",31.67,,,,0.04,0.0013,"2017-02-03",31.6,31.87,31.71,41.61,19.32,,,"ASX",15785,,,0,,,,,0,,,
"GEAR",20.04,,,,-0.2,-0.01,"2017-02-03",19.83,20.18,19.84,21.64,13.61,,,"ASX",30383,,,0,,,,,0,,,
"GED",0.01,,,,0.002,0.2,"2017-02-03",0.012,0.012,0.012,0.02,0.004,1240000,,"ASX",200000,-0.001,,0.028,"-242500.00",,0.357,,0,,,"0.000"
"GEG",1.23,,,,0.03,0.024399999999999998,"2017-02-03",1.22,1.26,1.26,1.51,0.95,160620000,,"ASX",100552,-0.17,0.08,0.16,7610000,0.86,7.78,,0,15.75,12.6,"0.00"
"GEM",3.56,,,"12/15/2016",-0.03,-0.0084,"2017-02-03",3.53,3.57,3.53,4.19,2.62,1330000000,,"ASX",1012111,0.23,0.25,1.6,163130000,1.8,2.23,15.41,1.92,14.12,12.61,"0.00"
"GFY",1.1,,,"9/22/2016",0.05,0.0455,"2017-02-03",1.11,1.15,1.15,1.4,0.65,46700000,,"ASX",147898,0.19,0.18,2.57,10760000,0.25,0.43,6.02,-1.29,6.39,5.75,"0.00"
"GGG",0.14,,,,-0.02,-0.1724,"2017-02-03",0.12,0.14,0.12,0.14,0.02,104890000,,"ASX",5602197,0,-0.19,0.09,-2230000,586.76,1.65,,0,,,"0.00"
"GGX",0.004,,,,0,0,"2017-02-03",0.004,0.004,0.004,0.004,0.002,3610000,,"ASX",2000000,-0.017,,-0.007,"-530152.00",21.638,,,0,,,"0.000"
"GHC",1.92,,,"6/29/2016",-0.02,-0.013000000000000001,"2017-02-03",1.9,1.98,1.9,2.32,1.6,415630000,,"ASX",33670,0.24,0.1,1.41,"0.00",9.8,1.37,7.92,2.95,19,17.27,"0.00"
"GID",0.028,,,,0,0,"2017-02-03",0.028,0.029,0.028,0.039,0.015,13310000,,"ASX",290100,-0.035,-0.07,0.018,-16170000.000000002,19.241,1.556,,0,,,"0.000"
"GLF",0.013,,,,0,0,"2017-02-03",0.013,0.013,0.013,0.013,0.006,35460000,,"ASX",2997000,0,,0.002,"0.00",827.077,6.5,,0,,,"0.000"
"GLH",0.415,,,,-0.03,-0.07229000000000001,"2017-02-03",0.385,0.415,0.385,0.5,0.25,12710000,,"ASX",32400,0.042,,0.158,1570000,2.316,2.627,9.167,0,,,"0.000"
"GLL",0.12,,,,0.005,0.04167,"2017-02-03",0.12,0.13,0.125,0.13,0.05,19020000,,"ASX",547000,-0.04,,0.065,-6350000,,1.846,,0,,,"0.000"
"GMA",3.45,,,"8/16/2016",0.05,0.014499999999999999,"2017-02-03",3.39,3.51,3.5,3.51,2.43,1780000000,,"ASX",1782235,0.46,0.39,3.82,346230000,2.87,0.9,7.69,-0.81,8.97,9.72,"0.00"
"GMD",0.022,,,,-0.001,-0.04545,"2017-02-03",0.021,0.021,0.021,0.041,0.015,13380000,,"ASX",1194912,-0.005,,0.001,-2220000,2161.264,22,,0,,,"0.000"
"GME",0.074,,,,-0.005,-0.06756999999999999,"2017-02-03",0.069,0.086,0.069,0.086,0.02,31850000,,"ASX",2552621,0.005,,0.062,1770000,7.58,1.194,13.8,0,,,"0.000"
"GMG",6.86,3.67,0.18,"6/29/2016",0.07,0.0102,"2017-02-03",6.88,6.98,6.93,7.81,5.88,12320000000,,"ASX",2398735,0.7,0.43,4.54,747900000,5.82,1.51,9.93,2.63,16.12,15.4,"0.00"
"GMN",0.13,,,,-0.005,-0.03846,"2017-02-03",0.125,0.13,0.125,0.185,0.03,47340000,,"ASX",176367,-0.007,,0.013,"-987746.00",,10,,0,,,"0.000"
"GMPPA",101.86,,,,0.14,0.0014000000000000002,"2017-02-03",101.86,102.45,102,104.99,96.9,,,"ASX",449,6.15,,0,,,,,0,,,
"GMR",0.009,,,,0,0,"2017-02-03",0.009,0.009,0.009,0.014,0.001,12950000,,"ASX",1181500,0,-0.1,0.006,-1800000,,1.5,,0,,,"0.000"
"GNC",9.49,1.63,0.12,"6/30/2016",-0.12,-0.0126,"2017-02-03",9.36,9.49,9.37,9.82,7.2,2140000000.0000002,,"ASX",388871,0.14,0.59,7.62,160100000,0.52,1.25,69.41,0.42,15.88,15.62,"0.00"
"GNE",2.05,,,"9/29/2016",0.02,0.0098,"2017-02-03",2.06,2.09,2.07,2.27,1.65,2069999999.9999998,,"ASX",88858,0.13,0.09,1.45,236570000,1.4,1.42,15.45,4.27,23,20.7,"0.00"
"GNG",1.53,,,"3/22/2016",0.04,0.026099999999999998,"2017-02-03",1.53,1.59,1.57,2.05,0.75,240010000,,"ASX",41398,0.13,0.11,0.34,23840000,0.92,4.5,12.46,0,14.27,11.21,"0.00"
"GNX",0.22,,,,-0.02,-0.0909,"2017-02-03",0.18,0.2,0.2,0.31,0.09,36050000,,"ASX",1294612,-0.04,,0.04,"0.00",50.18,5.24,,0,,,"0.00"
