symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio
REG,4.53,4.37,,,9/2/16,-0.12,-0.0265,30/1/17,4.25,4.51,4.41,6.17,3.44,1320000000,,ASX,239683,0.15,0.2,0.58,105920000,2.83,7.8,28.82,1.87,22.05,21,0
REH,43.21,43.3,,,3/15/2016,1.88,0.0435,30/1/17,43.3,45.37,45.09,48.64,31.7,4490000000,,ASX,1480,1.93,2.11,10.45,332730000,1.89,4.13,23.36,0,21.37,19.86,0
RES,0.12,0.12,,,,-0.02,-0.1667,30/1/17,0.1,0.12,0.1,0.19,0.03,57720000,,ASX,198973,-0.01,-0.01,0.21,-3350000,1003.8,0.57,,0,,,0
REX,0.81,0.8,,,9/10/12,0.01,0.0123,30/1/17,0.8,0.82,0.82,0.89,0.65,89250000,,ASX,24308,-0.09,0.18,1.72,21600000,0.34,0.47,,0,,,0
RFF,1.7,1.7,,,,0,0,30/1/17,1.69,1.71,1.7,1.78,1.15,,,ASX,296060,0.22,0.13,0,0,,,,0,13.08,11.33,0
RFG,6.64,6.65,,,9/9/16,-0.16,-0.0241,30/1/17,6.48,6.66,6.48,7.37,4.15,1070000000,,ASX,472305,0.37,0.47,2.63,104060000,6.47,2.52,17.33,1.47,13.79,12.46,0
RFL,0.099,0.099,,,10/25/2006,0,0,30/1/17,0.099,0.099,0.099,0.155,0.086,38800000,,ASX,49386,-0.008,-0.2,0.149,-2120000,0.897,0.664,,0,,0.99,0
RFN,0.04,0.04,,,,0,-0.0909,30/1/17,0.04,0.04,0.04,0.67,0.03,4330000,,ASX,1870,-0.09,-0.03,0.03,-5170000,8.42,1.29,,0,,,0
RFX,0.22,0.22,,,,-0.005,-0.02273,30/1/17,0.215,0.22,0.215,0.68,0.191,84630000,,ASX,661603,-0.041,-0.03,0.037,-13610000,78.559,5.946,,-10.04,,,0
RGP,0.056,0.055,,,9/4/15,-0.001,-0.01786,30/1/17,0.055,0.055,0.055,0.086,0.02,7340000,,ASX,35000,0,,0.039,349047,1.221,1.436,,0,,,0
RGS,0.165,0.165,,,,-0.01,-0.06061,30/1/17,0.155,0.165,0.155,0.195,0.07,32380000,,ASX,75200,-0.017,-0.02,0.023,-5970000,18.355,7.174,,0,,,0
RHC,68.33,68.04,3.1,1.58,9/6/16,-1.27,-0.0186,30/1/17,66.92,68.32,67.06,84.08,55.84,13450000000,,ASX,398193,2.16,2.6,8.83,1200000000,1.58,7.74,31.03,2.36,25.79,22.97,0
RHCPA,106.84,,,,,-0.74,-0.0069,30/1/17,106,106.15,106.1,108,100.86,,,ASX,722,,,0,,,,,0,,,
RHI,0.5,0.5,,,,0,0,30/1/17,0.5,0.5,0.5,0.58,0.1,24700000,,ASX,44704,-0.01,,0.2,-669525,5849.51,2.53,,0,,,0
RHL,3.07,3.08,,,6/2/16,-0.06,-0.0195,30/1/17,3.01,3.08,3.01,3.6,2.72,236880000,,ASX,10054,0.05,0.21,2.57,27840000,0.14,1.19,55.74,1.17,14.33,13.09,0
RHP,0.57,0.56,,,3/22/2010,-0.03,-0.0526,30/1/17,0.54,0.56,0.54,1.34,0.44,72930000,,ASX,28537,0,0.02,0.3,-1160000,0.54,1.93,,0.1,27,13.5,0
RHT,0.026,0.026,,,,-0.001,-0.03846,30/1/17,0.025,0.026,0.025,0.038,0.014,10060000,,ASX,113020,-0.001,,0.01,-329264,4.106,2.6,,0,,,0
RIC,1.3,1.31,4.83,0.04,4/21/2016,0,-0.0038,30/1/17,1.28,1.33,1.3,1.5,1.16,400160000,,ASX,623181,0.09,0.08,0.81,53180000,0.44,1.62,14.61,1.4,16.25,13,0
RIM,0.026,0.026,,,,-0.001,-0.03846,30/1/17,0.024,0.026,0.025,0.034,0.012,19970000,,ASX,269986,-0.001,,0.016,-628488,116.64,1.625,,0,,,0
RIO,67.85,66.75,4.6,2.3,8/11/16,-0.02,-0.0003,30/1/17,66.56,68.41,67.83,68.41,36.53,1.2201E+11,,ASX,1851002,0.02,2.61,20.84,8450000000,3.77,3.26,3083.18,1.44,25.99,19.55,0
RIR,0.025,0.025,,,,-0.003,-0.12,30/1/17,0.022,0.026,0.022,0.029,0.022,9080000,,ASX,5081204,-0.033,,0.003,-548529,505.451,8.333,,0,,,0
RKN,1.64,1.61,,,8/16/2016,-0.03,-0.0183,30/1/17,1.61,1.64,1.61,2.16,1.33,180670000,,ASX,90923,0.11,0.09,0.32,21780000,1.7,5.19,15.19,3.06,17.89,16.1,0
RLC,0.017,0.017,,,,0,0,30/1/17,0.017,0.017,0.017,0.039,0.004,1890000,,ASX,150000,-0.004,,-0.002,-385037,67.643,,,0,,,0
RMD,9.12,9,0,0,5/19/2015,-0.12,-0.0132,30/1/17,8.92,9.01,9,9.32,7.15,12750000000,,ASX,2474468,0.23,0.27,1.21,539410000,6.56,7.55,38.96,2.8,33.33,29.03,0
RMG,0.01,0.01,,,,0,0,30/1/17,0.01,0.01,0.01,0.02,0,4310000,,ASX,30313,-0.06,,0,-765634,1211.1,,,0,,,0
RMI,0.004,0.004,,,,0,0,30/1/17,0.004,0.004,0.004,0.007,0.003,1190000,,ASX,35000,-0.006,,-0.012,-1360000,285.627,,,0,,,0
RMR,0.03,0.027,,,,-0.003,-0.1,30/1/17,0.027,0.027,0.027,0.1,0.001,1420000,,ASX,8334,-0.021,,0.156,-588087,53.93,0.192,,0,,,0
RMS,0.58,0.6,,,12/6/10,0.02,0.0345,30/1/17,0.59,0.61,0.6,0.67,0.25,285140000,,ASX,2097295,0.06,0.12,0.27,75850000,1.59,2.16,10.34,0,5,10,0
RMX,0.045,0.043,,,,0.001,0.02222,30/1/17,0.041,0.047,0.046,0.064,0.009,4650000,,ASX,48980893,-0.001,,0.257,-2100000,37.248,0.175,,0,,,0
RNE,0.015,0.015,,,,0,0,30/1/17,0.014,0.015,0.015,0.015,0.014,8450000,,ASX,429806,-0.02,,0.03,-8800000,23.939,0.5,,0,,,0
RNI,0.014,0.014,,,,0,0,30/1/17,0.014,0.014,0.014,0.021,0.01,18010000,,ASX,1520500,-0.006,,0.01,-2030000,9945.744,1.4,,0,,,0
RNO,0.018,0.018,,,,-0.002,-0.11111,30/1/17,0.016,0.018,0.016,0.036,0.015,13030000,,ASX,511209,-0.009,0,0.009,-6010000,14.476,2,,0,,,0
RNT,0.085,0.085,,,,0,0,30/1/17,0.085,0.085,0.085,0.282,0.082,12370000,,ASX,61764,-0.124,,0.036,-12750000,14.191,2.361,,0,,,0
RNU,0.028,0.028,,,,-0.001,-0.03571,30/1/17,0.027,0.028,0.027,0.06,0.011,7680000,,ASX,621613,-0.004,,0.017,-620319,199.151,1.647,,0,,,0
RNY,0.044,0.047,,,12/23/2008,0.004,0.09091,30/1/17,0.044,0.048,0.048,0.255,0.032,12640000,,ASX,1107558,-0.304,,0.271,0,0.2,0.162,,0,,,0
RRL,3.22,3.21,7.99,0.2,8/23/2016,0,0,30/1/17,3.19,3.27,3.22,4.32,2.2,1610000000,,ASX,2713305,0.22,0.25,0.96,230730000,3.21,3.34,14.5,1.59,12.88,10.06,0
RSG,1.425,1.44,1.25,0.01,9/19/2016,0.04,0.02807,30/1/17,1.44,1.495,1.465,2.35,0.317,960690000,,ASX,4677672,0.276,0.22,0.605,212970000,1.685,2.355,5.308,-0.36,6.659,7.325,0
RSH,0.045,0.046,,,,0.002,0.04444,30/1/17,0.046,0.047,0.047,0.079,0.026,20320000,,ASX,218833,-0.013,,0.009,-3780000,28.708,5,,0,,,0
RTG,0.24,0.25,,,,0.01,0.0417,30/1/17,0.25,0.25,0.25,0.75,0.18,41900000,,ASX,55000,-0.03,-0.02,0.64,-4190000,9908.94,0.37,,0,,,0
RTR,0.022,0.022,,,,0,0,30/1/17,0.022,0.022,0.022,0.026,0.009,5460000,,ASX,331693,-0.011,,0.021,-424080,17.489,1.048,,0,,,0
RUL,0.555,0.555,,,9/10/12,0,0,30/1/17,0.54,0.555,0.555,0.57,0.32,94610000,,ASX,288217,-0.053,0.04,0.256,-4150000,1.797,2.168,,0,,,0
RVR,0.26,0.26,,,,0,0,30/1/17,0.25,0.27,0.26,0.28,0.08,78740000,,ASX,5014661,-0.01,-0.01,0.05,-1420000,400.99,4.91,,0,,4.33,0
RVY,0.023,0.023,,,,0,0,30/1/17,0.023,0.023,0.023,0.041,0.019,13640000,,ASX,228459,-0.004,,0.028,-1150000,,0.821,,0,,,0
RWC,2.95,2.92,,,,-0.05,-0.0169,30/1/17,2.88,2.93,2.9,3.56,2.74,1520000000,,ASX,1917220,-0.01,0.12,0.32,15620000,5.25,9.28,,1.43,24.17,20.71,0
RWD,0.35,0.36,,,,0.01,0.0286,30/1/17,0.36,0.36,0.36,0.56,0.28,47090000,,ASX,5000,0,,0.25,286011,,1.42,,0,,,0
RWH,1.48,1.48,,,3/15/2016,0.02,0.0135,30/1/17,1.48,1.5,1.5,1.5,0.96,154840000,,ASX,28557,0.08,0.12,1.56,37290000,0.94,0.95,18.99,0.81,12.5,11.54,0
RXL,0.015,0.016,,,,0.001,0.06667,30/1/17,0.016,0.016,0.016,0.033,0.009,19780000,,ASX,1889954,-0.002,,0.003,-2480000,,5,,0,,,0
RXM,0.061,0.06,,,,0.003,0.04918,30/1/17,0.06,0.068,0.064,0.09,0.043,14110000,,ASX,198309,-0.023,-0.02,0.118,-4850000,,0.517,,0,,,0
RXP,0.94,0.94,,,3/22/2016,-0.01,-0.016,30/1/17,0.92,0.95,0.92,1.09,0.51,128890000,,ASX,167067,0.08,0.1,0.69,18010000,1.03,1.36,12.11,0,9.2,8.36,0
S2R,0.28,0.28,,,,0,-0.0182,30/1/17,0.26,0.28,0.27,0.86,0.11,58270000,,ASX,22579,-0.05,-0.03,0.09,-10030000,,3.12,,0,,13.5,0
S32,2.85,2.79,0.94,0.02,9/15/2016,-0.05,-0.0175,30/1/17,2.77,2.84,2.8,3.07,0.94,14900000000,,ASX,18337282,-0.3,0.21,1.77,975000000,2.48,1.61,,1.28,13.33,15.56,0
SAR,1.07,1.08,,,,0.015,0.01402,30/1/17,1.08,1.11,1.085,1.86,0.702,874730000,,ASX,5565092,0.032,0.1,0.326,73540000,3.12,3.282,33.906,0.12,10.85,9.042,0
SAS,0.082,0.083,,,,0.002,0.02439,30/1/17,0.083,0.085,0.084,0.12,0.015,8490000,,ASX,1849521,-0.015,,0.005,0,8.566,16.4,,0,,,0
SAU,0.3,0.3,,,,0.025,0.08333,30/1/17,0.3,0.325,0.325,0.455,0.21,11880000,,ASX,59696,-0.031,,0.254,-1610000,1045.767,1.181,,0,,,0
SAY,0.003,0.003,,,,0,0,30/1/17,0.003,0.003,0.003,0.011,0.003,1370000,,ASX,200000,-0.001,,-0.002,0,,,,0,,,0
SBB,0.02,0.018,,,3/25/2014,-0.002,-0.1,30/1/17,0.018,0.018,0.018,0.034,0.014,8490000,,ASX,1079260,0.01,0.02,0.134,9860000,0.141,0.149,1.8,0,,,0
SBM,2.33,2.36,,,,0.02,0.0086,30/1/17,2.34,2.39,2.35,3.77,1.34,1160000000,,ASX,3325696,0.33,0.28,0.61,281690000,1.89,3.84,7.19,0.61,8.39,6.71,0
SBR,0.008,0.008,,,,0,0,30/1/17,0.008,0.008,0.008,0.019,0.005,2010000,,ASX,20000,-0.002,0,0.101,-564408,,0.079,,0,,,0
SCG,4.45,4.43,4.85,0.15,8/12/16,-0.03,-0.0067,30/1/17,4.41,4.45,4.42,5.42,4.03,23480000000,,ASX,6534969,0.52,0.23,3.44,0,8.45,1.3,8.47,4.64,19.22,18.42,0
SCI,0.023,0.023,,,,-0.001,-0.04348,30/1/17,0.022,0.023,0.022,0.13,0.013,3490000,,ASX,310648,-0.018,,0.04,-310856,22.291,0.575,,0,,,0
SCO,2.69,2.69,,,,-0.01,-0.0037,30/1/17,2.66,2.71,2.68,4.01,2.13,301120000,,ASX,12250,0,0.22,1.45,32220000,3.16,1.85,2680,0,12.18,11.17,0
SCP,2.23,2.2,,,6/29/2016,-0.05,-0.0224,30/1/17,2.16,2.21,2.18,2.44,2.06,1600000000,,ASX,2055335,0.25,0.14,1.92,0,8.96,1.16,8.62,3.47,15.57,14.53,0
SDA,3.71,3.68,,,9/5/16,-0.07,-0.0189,30/1/17,3.62,3.68,3.64,4.54,3.02,442510000,,ASX,197061,0.06,0.12,0.26,33370000,2.29,14.11,61.69,0.96,30.33,18.2,0
SDF,2.35,2.33,,,9/12/16,-0.03,-0.0128,30/1/17,2.31,2.34,2.32,2.44,1.4,1730000000,,ASX,944069,0.1,0.12,1.15,126640000,3.53,2.04,23.67,2.26,19.33,17.85,0
SDG,1.675,1.675,,,9/7/16,0,0,30/1/17,1.675,1.675,1.675,1.7,1.35,274410000,,ASX,1570,0.188,0.23,2.223,45670000,1.081,0.753,8.91,0.56,7.283,6.204,0
SDI,0.755,0.76,,,9/8/16,0,0,30/1/17,0.755,0.76,0.755,1.155,0.445,89740000,,ASX,181168,0.064,0.01,0.537,14260000,1.211,1.406,11.797,0,,,0
SDL,0.003,0.004,,,,0,0,30/1/17,0.003,0.004,0.003,0.007,0.002,18720000,,ASX,3391000,-0.021,-0.01,0.016,-14000000,,0.188,,0,,,0
SE1,0.35,0.35,,,,0,-0.0141,30/1/17,0.34,0.37,0.35,0.4,0.33,25200000,,ASX,296770,,,0.03,0,,13.15,,0,,,0
SEA,0.21,0.21,,,,-0.01,-0.0476,30/1/17,0.2,0.21,0.2,0.27,0.06,125120000,,ASX,1281470,-0.23,-0.01,0.35,-40910000,2.12,0.59,,-3.77,,10,0
SEG,0.002,0.001,,,,0,0,30/1/17,0.001,0.002,0.002,0.006,0.001,6220000,,ASX,945960,0,,0.002,-1190000,6222.14,1,,0,,,0
SEH,0.11,0.11,,,,-0.005,-0.04545,30/1/17,0.105,0.11,0.105,0.14,0.03,217810000,,ASX,1895529,-0.006,-0.01,0.072,-7330000,,1.528,,-0.02,,,0
SEK,14.6,14.45,,,9/15/2016,-0.15,-0.0103,30/1/17,14.34,14.52,14.45,17.16,12.35,4970000000,,ASX,846445,1.02,0.59,3.94,346600000,5.2,3.71,14.21,1.6,24.49,21.25,0
SEN,0.11,0.112,,,3/7/06,0.002,0.01818,30/1/17,0.112,0.115,0.112,0.145,0.087,120810000,,ASX,306629,0.005,0.01,0.017,5270000,6.135,6.471,22.4,0,11.2,11.2,0
SEQ,0.255,0.27,,,,0.02,0.07843,30/1/17,0.265,0.28,0.275,0.3,0.1,13420000,,ASX,162083,0.006,,0.189,4620000,0.541,1.349,45.833,0,,,0
SER,0.015,0.015,,,,-0.001,-0.06667,30/1/17,0.014,0.015,0.014,0.021,0.01,4880000,,ASX,541935,-0.016,,0.002,-678785,83.997,7.5,,0,,,0
SES,0.083,0.087,,,,0.009,0.10843,30/1/17,0.087,0.092,0.092,0.14,0.05,13670000,,ASX,162333,-0.038,,0.032,-3220000,0.588,2.594,,0,,,0
SFC,5.9,5.95,,,9/1/16,0.05,0.0085,30/1/17,5.95,5.95,5.95,6.15,4.71,83330000,,ASX,116,0.41,,5.04,13380000,0.39,1.17,14.66,0,,,0
SFG,0.09,0.1,,,,0.01,0.0526,30/1/17,0.1,0.11,0.1,0.13,0.06,205790000,,ASX,6197151,-0.03,-0.02,0.03,-21620000,6.23,3.28,,0,,,0
SFH,0.54,0.52,,,9/10/14,-0.02,-0.037,30/1/17,0.52,0.52,0.52,0.7,0.47,99960000,,ASX,2750,-0.01,0.04,0.29,7730000,0.13,1.87,,4.41,13,7.43,0
SFI,0.081,0.083,,,,0.007,0.08642,30/1/17,0.083,0.089,0.088,0.089,0.042,73150000,,ASX,3069988,-0.009,-1,0.013,-6650000,,6.231,,0,,,0
SFL,0.25,0.23,,,10/27/2015,-0.035,-0.14,30/1/17,0.215,0.23,0.215,0.32,0.16,26830000,,ASX,145000,0.013,,0.128,2760000,2.696,1.953,16.538,0,,,0
SFR,6.78,6.75,0,0,3/9/16,0,0,30/1/17,6.62,6.88,6.78,6.88,4.74,1070000000,,ASX,1453406,0.31,0.47,2.4,174050000,2.15,2.82,22.23,0.61,14.43,10.43,0
SFX,0.65,0.63,,,,-0.03,-0.0462,30/1/17,0.62,0.64,0.62,0.77,0.28,112040000,,ASX,42824,-0.01,0,0.24,-2970000,,2.72,,0,,,0
SFY,53.68,53.46,,,,-0.36,-0.0067,30/1/17,53.11,53.55,53.32,53.55,45,,,ASX,12503,,,0,,,,,0,,,
SGC,0.079,0.074,,,,-0.004,-0.05063,30/1/17,0.074,0.075,0.075,0.081,0.01,8260000,,ASX,133397,-0.022,,0.008,0,,9.875,,0,,,0
SGF,3.43,3.36,,,3/30/2016,-0.07,-0.0204,30/1/17,3.34,3.4,3.36,4.94,3.02,846020000,,ASX,37808,0.19,0.26,0.8,89920000,4.07,4.29,17.97,0,12.92,11.59,0
SGH,0.26,0.27,,,9/18/2015,0,-0.0189,30/1/17,0.26,0.27,0.26,0.88,0.2,91620000,,ASX,1018357,-2.89,-0.09,0.87,-74890000,0.1,0.31,,0,,,0
SGM,11.78,11.59,2.27,0.21,3/10/16,-0.15,-0.0127,30/1/17,11.49,11.97,11.63,13.61,6.37,2300000000,,ASX,1044628,-1.07,0.6,9.27,75100000,0.5,1.27,,0.5,19.38,16.15,0
SGP,4.41,4.4,0,0,6/29/2016,-0.05,-0.0113,30/1/17,4.34,4.41,4.36,5.11,3.94,10410000000,,ASX,4045621,0.37,0.3,3.88,712000000,4.46,1.14,11.69,2.66,14.53,14.06,0
SGQ,0.14,0.13,,,,-0.01,-0.037,30/1/17,0.13,0.14,0.13,0.25,0.08,26940000,,ASX,158381,-0.04,,0,-6140000,,27,,0,,,0
SGR,4.89,4.85,,,8/31/2016,-0.04,-0.0082,30/1/17,4.8,4.89,4.85,6.32,4.72,4000000000,,ASX,1501195,0.23,0.29,3.81,469900000,1.78,1.28,20.64,2.27,16.72,15.65,0
SHJ,0.7,0.7,,,9/9/16,0,0.0071,30/1/17,0.69,0.71,0.71,1.57,0.47,122940000,,ASX,100549,0.09,0.13,1.1,25570000,0.81,0.64,8.26,0.29,5.46,5.07,0
SHK,0.005,0.005,,,,0,0,30/1/17,0.005,0.005,0.005,0.009,0.002,3510000,,ASX,1035104,-0.006,,-0.036,-1540000,603.097,,,0,,,0
SHL,21.2,21.15,4.1,0.63,9/8/16,-0.01,-0.0005,30/1/17,20.96,21.4,21.19,24.16,17.05,8800000000,,ASX,863955,1.09,1.09,8.82,815270000,1.75,2.4,19.39,3.13,19.44,17.51,0
SHM,1.17,1.16,,,3/16/2016,0,0,30/1/17,1.16,1.2,1.17,1.39,0.66,111150000,,ASX,49123,0.14,0.14,0.5,23050000,0.61,2.36,8.42,0,8.36,7.31,0
SHV,5.92,5.97,,,9/2/16,-0.15,-0.0253,30/1/17,5.7,5.98,5.77,7.85,3.73,420740000,,ASX,336702,0.46,0.41,3.99,54160000,1.51,1.48,12.54,1.46,14.07,12.82,0
SIO,0.4,0.405,,,8/26/2015,-0.005,-0.0125,30/1/17,0.395,0.425,0.395,0.525,0.145,56830000,,ASX,56212,-0.101,0.07,-0.023,-3780000,0.087,,,0.16,5.643,4.938,0
SIP,1.22,1.22,0,0,9/20/2016,-0.01,-0.0082,30/1/17,1.21,1.24,1.21,1.53,0.72,1190000000,,ASX,2425306,0.05,0.06,0.56,102750000,0.31,2.19,23.27,2.28,20.17,17.29,0
SIQ,6.38,6.42,,,3/11/16,0.01,0.0016,30/1/17,6.32,6.42,6.39,7.71,3.71,763820000,,ASX,44598,0.25,0.36,0.85,39670000,7.07,7.52,25.87,0.69,17.75,14.86,0
SIV,8.96,9,,,9/2/16,0.04,0.0045,30/1/17,8.95,9.03,9,12.2,7.66,316370000,,ASX,31481,0.69,0.7,3.68,143920000,1.42,2.44,13.06,1.32,12.86,10.71,0
SKB,0.56,0.56,,,9/19/2016,0,0,30/1/17,0.55,0.58,0.56,0.68,0.35,221930000,,ASX,37982,0.02,0.02,0.18,12070000,3.8,3.16,28,0,,,0
SKC,3.72,3.69,6.78,0.18,9/1/16,-0.02,-0.0054,30/1/17,3.69,3.75,3.7,4.88,3.31,2410000000,,ASX,357251,0.18,0.25,1.24,237640000,3.34,3,20.9,-70.36,14.8,14.23,0
SKF,0.071,0.071,,,,0.008,0.11268,30/1/17,0.071,0.079,0.079,0.155,0.044,13290000,,ASX,192000,-0.038,-0.01,0.037,-2410000,5.106,1.919,,0,,,0
SKI,2.35,2.35,5.83,0.11,9/5/16,-0.01,-0.0043,30/1/17,2.33,2.36,2.34,2.67,1.86,3940000000,,ASX,2221622,0.06,0.1,1.23,261190000,14.51,1.92,37.14,7.67,23.4,21.27,0
SKN,0.19,0.19,,,,0,0,30/1/17,0.19,0.19,0.19,0.22,0.19,,,ASX,3500,,,0,0,,,,0,,,0
SKT,4.51,4.5,,,3/10/16,-0.04,-0.0089,30/1/17,4.43,4.54,4.47,5.11,3.7,1740000000,,ASX,215098,0.27,0.3,2.48,237550000,2.61,1.82,16.37,-1.48,14.9,15.41,0
SLC,2.53,2.53,,,,-0.03,-0.0119,30/1/17,2.46,2.55,2.5,3.48,1.68,,,ASX,302675,-0.04,-0.02,0,0,,,,0,,,0
SLF,12.44,12.41,,,,-0.12,-0.0096,30/1/17,12.32,12.45,12.32,14.68,11.45,,,ASX,9739,2.71,,0,,,,,0,,,
SLK,4.61,4.6,,,3/31/2016,-0.01,-0.0022,30/1/17,4.56,4.6,4.6,4.85,3.63,465300000,,ASX,9442,0.23,0.24,1.35,44080000,2.64,3.4,19.66,2.61,19.17,17.04,0
SLM,0.66,0.66,,,8/28/2014,0,0,30/1/17,0.66,0.66,0.66,0.66,0.4,105260000,,ASX,6677,-0.05,0.04,0.55,9980000,0.23,1.2,,-2.91,16.5,13.2,0
SLR,0.65,0.67,,,,0.04,0.0534,30/1/17,0.65,0.69,0.69,0.8,0.22,347560000,,ASX,2361985,0.01,0.04,0.37,52790000,1.57,1.76,76.67,-0.15,17.25,6.27,0
SLX,0.74,0.77,,,,0.1,0.1429,30/1/17,0.76,0.87,0.84,0.87,0.26,143190000,,ASX,1134105,-0.02,-0.01,0.31,-4540000,40.72,2.33,,0,,,0
SM8,0.15,0.15,,,,0,0,30/1/17,0.15,0.15,0.15,0.28,0.14,8260000,,ASX,7150,-0.02,,0.07,-381338,21.76,2.17,,0,,,0
SMA,0.013,0.013,,,,-0.001,-0.07692,30/1/17,0.012,0.013,0.012,0.057,0.011,26590000,,ASX,1835470,-0.001,0,0.002,-2430000,2.473,6.5,,0,,,0
SMD,0.02,0.02,,,,0,0.0526,30/1/17,0.02,0.02,0.02,0.04,0,11490000,,ASX,82858,-0.02,0,0.01,-588944,5457.2,1.58,,0,,,0
SMI,0.05,0.04,,,,-0.01,-0.1111,30/1/17,0.04,0.04,0.04,0.08,0.01,10410000,,ASX,221776,-0.01,,0.03,-1410000,,1.5,,0,,,0
SMM,0.16,0.18,,,,0.02,0.125,30/1/17,0.18,0.18,0.18,0.18,0.08,39240000,,ASX,5000,-0.01,,0.22,0,544.95,0.72,,0,,,0
SMN,1.54,1.51,,,,-0.02,-0.0162,30/1/17,1.5,1.57,1.52,2.99,1.2,154760000,,ASX,123537,-0.03,,0.03,0,1295.74,48.28,,0,,,0
SMP,0.18,0.18,,,,0,0,30/1/17,0.18,0.18,0.18,0.22,0.1,30920000,,ASX,89000,0,,0.05,5230000,2.01,3.6,90,0,,,0
SMR,0.5,0.5,,,,0,0,30/1/17,0.5,0.51,0.5,0.84,0.12,111250000,,ASX,134304,-0.09,-0.04,0.18,-22700000,8.76,2.84,,0,,,0
SMX,1.41,1.41,,,10/13/2016,-0.03,-0.0213,30/1/17,1.38,1.41,1.38,2.61,1.1,94580000,,ASX,171794,0.14,0.09,1.89,16490000,0.29,0.75,9.86,-2.7,15.33,12.55,0
SNC,0.99,0.99,,,10/21/2016,0.01,0.0152,30/1/17,0.99,1,1,1,0.79,44260000,,ASX,32030,0.05,,0.94,0,9.37,1.04,18.87,0,,,0
SND,0.63,0.59,,,3/8/16,-0.04,-0.0635,30/1/17,0.59,0.59,0.59,0.64,0.5,46440000,,ASX,5000,0.04,0.08,0.22,4300000,1.19,2.86,16.39,0,,,0
SNL,2.05,2.08,,,9/14/2016,0.04,0.0195,30/1/17,2.08,2.15,2.09,2.35,1.85,85190000,,ASX,69651,0.12,0.13,0.7,8080000,0.96,2.92,17.56,-18.45,16.08,,0
SO4,0.61,0.62,,,,0.02,0.0328,30/1/17,0.62,0.63,0.63,0.69,0.19,84310000,,ASX,45025,-0.04,-0.05,0.07,-4410000,,8.71,,0,,,0
SOL,15.84,15.9,,,4/20/2016,0.05,0.0032,30/1/17,15.76,15.98,15.89,17.97,14.35,3800000000,,ASX,162016,0.62,0.78,12.7,247020000,4.98,1.25,25.46,3.88,20.37,14.85,0
SOM,3.65,3.65,,,,-0.02,-0.0055,30/1/17,3.63,3.7,3.63,4.08,2.42,206590000,,ASX,16806,0,-0.02,0.58,1040000,4.71,6.25,1210,-0.38,,60.5,0
SP1,0.03,0.03,,,,0,-0.0909,30/1/17,0.03,0.03,0.03,0.19,0.03,32580,,ASX,216065,-6.74,,0.69,-6060000,0.3,0.05,,0,,,0
SPK,3.47,3.45,,,9/22/2016,-0.08,-0.0231,30/1/17,3.38,3.45,3.39,3.84,2.95,6200000000,,ASX,822147,0.15,0.21,0.67,602030000,2.5,5.19,23.06,3.75,16.14,15.41,0
SPL,0.8,0.8,,,3/25/1988,-0.02,-0.0189,30/1/17,0.76,0.81,0.78,0.88,0.54,286340000,,ASX,422046,-0.07,-0.02,0.14,-21740000,62.99,5.89,,0,,78,0
SPO,0.98,0.98,,,3/17/2016,-0.05,-0.051,30/1/17,0.91,0.98,0.93,1.33,0.89,1020000000,,ASX,14668684,0.11,0.1,0.75,294900000,0.34,1.3,8.45,2.1,9.3,8.45,0
SPX,0.006,0.005,,,,-0.001,-0.16667,30/1/17,0.005,0.005,0.005,0.008,0.003,1540000,,ASX,2000,-0.008,,0.001,-476814,,6,,0,,,0
SPY,305.03,303.26,,,,-1.77,-0.0058,30/1/17,303.26,303.26,303.26,314.43,257.33,,,ASX,28,27.45,,0,,,,,0,,,
SPZ,0.31,0.31,,,,0,0.0164,30/1/17,0.31,0.31,0.31,0.34,0.19,90020000,,ASX,159551,0,0.01,0.04,1020000,2.78,6.93,,0,31,15.5,0
SRF,0.19,0.19,,,,0,-0.0256,30/1/17,0.19,0.19,0.19,1.84,0.1,52550000,,ASX,34123,-0.6,-0.03,0.18,-61290000,0.23,1.11,,0,,,0
SRG,1.5,1.5,,,9/15/2016,-0.01,-0.0067,30/1/17,1.45,1.5,1.49,1.88,0.69,93810000,,ASX,42945,0.1,0.16,1.28,15040000,0.53,1.17,15.2,0,9.31,10.64,0
SRI,0.016,0.016,,,,0,0,30/1/17,0.016,0.016,0.016,0.033,0.014,11280000,,ASX,1203732,-0.007,,0.003,-4580000,135.947,5.333,,0,,,0
SRO,0.01,0.01,,,,0,0,30/1/17,0.01,0.01,0.01,0.05,0.01,3110000,,ASX,40931,-0.03,,0.01,-3720000,8.63,1.43,,0,,,0
SRS,0.025,0.025,,,9/15/2008,0,0,30/1/17,0.025,0.025,0.025,0.038,0.023,16630000,,ASX,48514,0.008,,-0.173,7630000,0.042,,3.125,0,,,0
