"symbol","previousClose","open","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"REA",52.36,51.79,2.13,0.87,"8/23/2016",-0.08,-0.0015,"2017-02-02",51.79,52.61,52.28,65.77,45.5,6890000000,,"ASX",255581,1.92,1.88,5.43,320250000,10.95,9.64,27.23,1.37,27.81,22.73,"0.00"
"RED",0.074,0.076,,,,-0.002,-0.02703,"2017-02-02",0.071,0.076,0.072,0.16,0.056,54860000,,"ASX",761408,0.034,0.04,0.252,54840000,0.56,0.294,2.118,0,1.8,7.2,"0.000"
"REG",4.29,4.25,,,"9/2/2016",-0.07,-0.0163,"2017-02-02",4.16,4.3,4.22,6.17,3.44,1270000000,,"ASX",978841,0.15,0.2,0.58,105920000,2.68,7.38,27.58,1.87,21.1,20.1,"0.00"
"REH",44.9,44.8,,,"3/15/2016",-0.17,-0.0038,"2017-02-02",44.01,44.8,44.73,48.64,31.7,4460000000,,"ASX",3377,1.93,2.11,10.45,332730000,1.96,4.3,23.18,0,21.2,19.7,"0.00"
"RES",0.11,0.105,,,,-0.005,-0.04545,"2017-02-02",0.105,0.105,0.105,0.195,0.032,60600000,,"ASX",21000,-0.013,-0.01,0.212,-3350000,920.146,0.519,,0,,,"0.000"
"REX",0.83,0.82,,,"9/10/2012",-0.02,-0.0241,"2017-02-02",0.81,0.82,0.81,0.89,0.65,88170000,,"ASX",5000,-0.09,0.18,1.72,21600000,0.35,0.48,,0,,,"0.00"
"REY",0.105,0.105,,,,0,0,"2017-02-02",0.105,0.105,0.105,0.275,0.012,20840000,,"ASX",30000,-0.024,0,0.187,-1450000,6946.66,0.561,,0,,,"0.000"
"RFF",1.68,1.7,,,,0.02,0.011899999999999999,"2017-02-02",1.69,1.71,1.7,1.78,1.15,,,"ASX",122133,0.22,0.13,0,"0.00",,,,0,13.08,11.33,"0.00"
"RFG",6.39,6.37,,,"9/9/2016",-0.17,-0.026600000000000002,"2017-02-02",6.22,6.37,6.22,7.37,4.15,1030000000,,"ASX",925625,0.37,0.47,2.63,104060000,6.23,2.43,16.63,1.47,13.23,11.96,"0.00"
"RFN",0.037,0.035,,,,-0.002,-0.05405,"2017-02-02",0.035,0.035,0.035,0.67,0.032,3790000,,"ASX",251732,-0.087,-0.03,0.034,-5170000,7.077,1.088,,0,,,"0.000"
"RFT",0.024,0.024,,,,0.001,0.04167,"2017-02-02",0.022,0.026,0.025,0.057,0.005,33380000.000000004,,"ASX",3987680,0.001,,0.003,1070000,4.201,8,25,0,,,"0.000"
"RFX",0.25,0.25,,,,0,0,"2017-02-02",0.25,0.26,0.25,0.68,0.19,98410000,,"ASX",949237,-0.04,-0.03,0.04,-13610000,89.27,6.76,,-10.04,,,"0.00"
"RGS",0.15,0.15,,,,0,0,"2017-02-02",0.15,0.15,0.15,0.19,0.07,31330000,,"ASX",138543,-0.02,0.03,0.02,-5970000,16.69,6.52,,0,5,,"0.00"
"RHC",66.31,66.47,3.1,1.58,"9/6/2016",0.92,0.0139,"2017-02-02",65.81,67.37,67.23,84.08,55.84,13490000000,,"ASX",604624,2.16,2.6,8.83,1200000000,1.53,7.51,31.11,2.36,25.86,23.02,"0.00"
"RHCPA",105.86,,,,,0.119,0.0011200000000000001,"2017-02-02",105.55,105.979,105.979,108,100.86,,,"ASX",860,,,0,,,,,0,,,
"RHI",0.5,0.51,,,,0.01,0.02,"2017-02-02",0.51,0.51,0.51,0.58,0.1,25200000,,"ASX",24000,-0.01,,0.2,"-669525.00",5849.51,2.53,,0,,,"0.00"
"RHL",3,3,,,"6/2/2016",0,0,"2017-02-02",2.98,3.03,3,3.6,2.72,236090000,,"ASX",13418,0.05,0.21,2.57,27840000,0.13,1.17,55.56,1.17,14.29,13.04,"0.00"
"RHP",0.54,0.54,,,"3/22/2010",0.04,0.0741,"2017-02-02",0.54,0.58,0.58,1.34,0.44,78330000,,"ASX",8609,0,0.02,0.3,-1160000,0.51,1.82,,0.1,29,14.5,"0.00"
"RHT",0.028,0.025,,,,-0.004,-0.14286,"2017-02-02",0.024,0.025,0.024,0.038,0.014,9660000,,"ASX",398806,-0.001,,0.01,"-329264.00",4.422,2.8,,0,,,"0.000"
"RIC",1.33,1.31,4.83,0.04,"4/21/2016",0,-0.0038,"2017-02-02",1.3,1.33,1.32,1.5,1.16,406320000,,"ASX",124417,0.09,0.08,0.81,53180000,0.45,1.65,14.83,1.4,16.5,13.2,"0.00"
"RIM",0.027,0.025,,,,-0.002,-0.07407,"2017-02-02",0.025,0.025,0.025,0.034,0.012,19970000,,"ASX",35000,-0.001,,0.016,"-628488.00",121.127,1.688,,0,,,"0.000"
"RIO",67.04,67.7,4.53,2.3,"8/11/2016",0.15,0.0022,"2017-02-02",66.97,67.94,67.19,67.94,36.53,120860000000,,"ASX",1850515,0.02,2.62,20.84,8449999999.999999,3.73,3.22,3054.09,1.43,25.65,19.42,"0.00"
"RIR",0.02,0.02,,,,0,-0.1304,"2017-02-02",0.02,0.02,0.02,0.03,0.02,8260000,,"ASX",4125672,-0.03,,0,"-548529.00",465.01,7.67,,0,,,"0.00"
"RKN",1.65,1.66,,,"8/16/2016",0.05,0.027200000000000002,"2017-02-02",1.65,1.71,1.7,2.16,1.33,190770000,,"ASX",106351,0.11,0.09,0.32,21780000,1.72,5.24,16.04,3.06,18.89,17,"0.00"
"RLC",0.017,0.017,,,,0,0,"2017-02-02",0.017,0.017,0.017,0.039,0.004,1890000,,"ASX",246225,-0.004,,-0.002,"-385037.00",67.643,,,0,,,"0.000"
"RMD",8.88,8.85,0,0,"5/19/2015",-0.1,-0.0113,"2017-02-02",8.76,8.86,8.78,9.32,7.15,12440000000,,"ASX",1358892,0.23,0.27,1.21,539410000,6.39,7.35,38.01,2.75,32.52,28.32,"0.00"
"RMR",0.03,0.03,,,,0,0.11109999999999999,"2017-02-02",0.03,0.03,0.03,0.1,0,1580000,,"ASX",120712,-0.02,,0.16,"-588087.00",48.54,0.17,,0,,,"0.00"
"RMS",0.6,0.6,,,"12/6/2010",-0.02,-0.0252,"2017-02-02",0.58,0.61,0.58,0.67,0.25,275640000,,"ASX",1280211,0.06,0.12,0.27,75850000,1.63,2.22,10,0,4.83,9.67,"0.00"
"RMX",0.04,0.04,,,,0.003,0.075,"2017-02-02",0.04,0.044,0.043,0.064,0.009,4340000,,"ASX",10347098,-0.001,,0.257,-2100000,33.11,0.156,,0,,,"0.000"
"RNE",0.014,0.015,,,,0.002,0.14286,"2017-02-02",0.015,0.016,0.016,0.016,0.015,9010000,,"ASX",309293,-0.02,,0.03,-8800000,22.343,0.467,,0,,,"0.000"
"RNI",0.015,0.014,,,,-0.001,-0.06667,"2017-02-02",0.014,0.014,0.014,0.021,0.01,18010000,,"ASX",375000,-0.006,,0.01,-2029999.9999999998,10656.153,1.5,,0,,,"0.000"
"RNO",0.018,0.018,,,,0,0,"2017-02-02",0.018,0.018,0.018,0.036,0.015,14660000,,"ASX",166836,-0.009,0,0.009,-6010000,14.476,2,,0,,,"0.000"
"RNT",0.086,0.086,,,,0.005,0.05814,"2017-02-02",0.086,0.091,0.091,0.282,0.082,13240000,,"ASX",365795,-0.124,,0.036,-12750000,14.358,2.389,,0,,,"0.000"
"RNU",0.024,0.024,,,,-0.001,-0.04167,"2017-02-02",0.023,0.026,0.023,0.06,0.011,6540000,,"ASX",1914281,-0.004,,0.017,"-620319.00",170.701,1.412,,0,,,"0.000"
"RRL",3.24,3.25,7.96,0.2,"8/23/2016",0.1,0.030899999999999997,"2017-02-02",3.2,3.37,3.34,4.32,2.2,1670000000,,"ASX",3690613,0.22,0.25,0.96,230730000,3.23,3.36,15.05,1.59,13.36,10.44,"0.00"
"RSG",1.465,1.475,1.25,0.01,"9/19/2016",0.08,0.054610000000000006,"2017-02-02",1.47,1.57,1.545,2.35,0.317,1010000000,,"ASX",7928660,0.276,0.22,0.605,212970000,1.732,2.421,5.598,-0.36,7.023,7.725,"0.000"
"RSH",0.052,0.054,,,,0.002,0.03846,"2017-02-02",0.054,0.054,0.054,0.079,0.026,23350000,,"ASX",94100,-0.013,,0.009,-3780000,33.174,5.778,,0,,,"0.000"
"RTG",0.25,0.25,,,,-0.015,-0.06,"2017-02-02",0.235,0.25,0.235,0.75,0.18,39380000,,"ASX",92648,-0.032,-0.02,0.645,-4190000.0000000005,10321.815,0.388,,0,,,"0.000"
"RTR",0.025,0.025,,,,0.001,0.04,"2017-02-02",0.025,0.026,0.026,0.026,0.009,6450000,,"ASX",916906,-0.011,,0.021,"-424080.00",19.873,1.19,,0,,,"0.000"
"RUL",0.56,0.53,,,"9/10/2012",-0.03,-0.0536,"2017-02-02",0.53,0.53,0.53,0.57,0.32,90350000,,"ASX",5000,-0.05,0.04,0.26,-4150000.0000000005,1.81,2.19,,0,,,"0.00"
"RVR",0.25,0.25,,,,-0.005,-0.02,"2017-02-02",0.24,0.255,0.245,0.275,0.08,74200000,,"ASX",1332568,-0.008,-0.01,0.053,-1420000,385.564,4.717,,0,,4.083,"0.000"
"RVY",0.022,0.022,,,,0.001,0.04545,"2017-02-02",0.022,0.023,0.023,0.041,0.019,13640000,,"ASX",184912,-0.004,,0.028,-1150000,,0.786,,0,,,"0.000"
"RWC",2.87,2.85,,,,0,0,"2017-02-02",2.84,2.89,2.87,3.56,2.74,1510000000,,"ASX",1887743,-0.01,0.12,0.32,15620000,5.11,9.03,,1.43,23.92,20.5,"0.00"
"RWH",1.5,1.51,,,"3/15/2016",0.01,0.0067,"2017-02-02",1.46,1.52,1.51,1.52,0.96,155880000,,"ASX",27966,0.08,0.12,1.56,37290000,0.95,0.96,19.11,0.84,12.58,11.62,"0.00"
"RXM",0.064,0.064,,,,-0.001,-0.015629999999999998,"2017-02-02",0.061,0.064,0.063,0.09,0.043,13890000,,"ASX",103000,-0.023,-0.02,0.118,-4850000,,0.542,,0,,,"0.000"
"RXP",0.87,0.88,,,"3/22/2016",-0.005,-0.00575,"2017-02-02",0.842,0.88,0.865,1.085,0.51,121180000,,"ASX",355724,0.076,0.1,0.688,18010000,0.959,1.265,11.382,0,8.65,7.864,"0.000"
"S2R",0.28,0.27,,,,-0.02,-0.07139999999999999,"2017-02-02",0.25,0.27,0.26,0.86,0.11,56110000,,"ASX",48175,-0.05,-0.03,0.09,-10030000,,3.18,,0,,13,"0.00"
"S32",2.78,2.83,0.97,0.02,"9/15/2016",0.02,0.0072,"2017-02-02",2.78,2.86,2.8,3.07,0.94,14900000000,,"ASX",22589530,-0.3,0.21,1.77,975000000,2.42,1.57,,1.28,13.33,15.56,"0.00"
"SAR",1.09,1.1,,,,0.04,0.036699999999999997,"2017-02-02",1.1,1.14,1.13,1.86,0.7,911010000,,"ASX",9408103,0.03,0.09,0.33,73540000,3.18,3.34,35.31,0.13,12.56,9.42,"0.00"
"SAS",0.093,0.094,,,,0.012,0.12903,"2017-02-02",0.094,0.105,0.105,0.12,0.015,10610000,,"ASX",15133651,-0.015,,0.005,"0.00",9.715,18.6,,0,,,"0.000"
"SAU",0.325,0.315,,,,0,0,"2017-02-02",0.315,0.325,0.325,0.455,0.21,11880000,,"ASX",22395,-0.031,,0.254,-1610000,1132.915,1.28,,0,,,"0.000"
"SBM",2.37,2.37,,,,0.09,0.038,"2017-02-02",2.37,2.47,2.46,3.77,1.34,1220000000,,"ASX",6054842,0.33,0.28,0.61,281690000,1.92,3.9,7.52,0.61,8.79,7.03,"0.00"
"SBR",0.018,0.013,,,,-0.005,-0.27777999999999997,"2017-02-02",0.013,0.013,0.013,0.019,0.005,3270000,,"ASX",372613,-0.002,0,0.101,"-564408.00",,0.178,,0,,,"0.000"
"SCG",4.42,4.4,4.85,0.15,"8/12/2016",-0.05,-0.0113,"2017-02-02",4.33,4.41,4.37,5.42,4.03,23210000000,,"ASX",13516920,0.52,0.23,3.44,"0.00",8.39,1.29,8.37,4.59,19,18.21,"0.00"
"SCI",0.024,0.02,,,,-0.002,-0.08333,"2017-02-02",0.02,0.022,0.022,0.13,0.013,3490000,,"ASX",665299,-0.018,,0.04,"-310856.00",23.26,0.6,,0,,,"0.000"
"SCO",2.57,2.56,,,,-0.06,-0.0233,"2017-02-02",2.5,2.65,2.51,4.01,2.13,282020000,,"ASX",82700,0,0.22,1.45,32220000,3.02,1.77,2510,0,11.41,10.46,"0.00"
"SCP",2.18,2.17,,,"6/29/2016",-0.01,-0.0046,"2017-02-02",2.15,2.18,2.17,2.44,2.06,1590000000,,"ASX",2563814,0.25,0.14,1.92,"0.00",8.76,1.13,8.58,3.44,15.5,14.47,"0.00"
"SDA",3.53,3.53,,,"9/5/2016",-0.01,-0.0028000000000000004,"2017-02-02",3.49,3.55,3.52,4.54,3.02,427930000,,"ASX",473522,0.06,0.12,0.26,33369999.999999996,2.17,13.42,59.66,0.95,29.33,17.6,"0.00"
"SDF",2.27,2.26,,,"9/12/2016",0.03,0.0132,"2017-02-02",2.26,2.3,2.3,2.44,1.4,1720000000,,"ASX",1211791,0.1,0.12,1.15,126640000,3.41,1.97,23.47,2.26,19.17,17.69,"0.00"
"SDG",1.675,1.665,,,"9/7/2016",0.002,0.0011899999999999999,"2017-02-02",1.662,1.677,1.677,1.7,1.35,274740000,,"ASX",75824,0.188,0.23,2.223,45670000,1.081,0.753,8.92,0.56,7.291,6.211,"0.000"
"SDI",0.755,0.76,,,"9/8/2016",0,0,"2017-02-02",0.755,0.765,0.755,1.155,0.445,89740000,,"ASX",18438,0.064,0.01,0.537,14260000,1.211,1.406,11.797,0,,,"0.000"
"SDL",0.003,0.004,,,,0.002,0.66667,"2017-02-02",0.003,0.005,0.005,0.007,0.002,31200000,,"ASX",115312049,-0.021,-0.01,0.016,-14000000,,0.188,,0,,,"0.000"
"SE1",0.37,0.36,,,,-0.02,-0.0541,"2017-02-02",0.35,0.37,0.35,0.4,0.33,25200000,,"ASX",478394,,,0.03,"0.00",,13.7,,0,,,"0.00"
"SEA",0.16,0.17,,,,0,0,"2017-02-02",0.16,0.17,0.16,0.27,0.06,100100000,,"ASX",9881556,-0.23,-0.01,0.35,-40910000,1.62,0.45,,-3.77,,8,"0.00"
"SEG",0.002,0.002,,,,0,0,"2017-02-02",0.001,0.002,0.002,0.006,0.001,6220000,,"ASX",2125000,0,,0.002,-1190000,6222.14,1,,0,,,"0.000"
"SEH",0.11,0.11,,,,-0.005,-0.04545,"2017-02-02",0.1,0.11,0.105,0.14,0.03,217810000,,"ASX",9745822,-0.006,-0.01,0.072,-7330000,,1.528,,-0.02,,,"0.000"
"SEK",14.47,14.51,,,"9/15/2016",0.02,0.0014000000000000002,"2017-02-02",14.41,14.57,14.49,17.16,12.35,4990000000,,"ASX",935292,1.02,0.59,3.94,346600000,5.16,3.67,14.25,1.6,24.56,21.31,"0.00"
"SEN",0.11,0.115,,,"3/7/2006",0.005,0.04545,"2017-02-02",0.11,0.115,0.115,0.145,0.087,124040000,,"ASX",602858,0.005,0.01,0.017,5270000,6.135,6.471,23,0,11.5,11.5,"0.000"
"SEQ",0.35,0.35,,,,0.005,0.01429,"2017-02-02",0.335,0.36,0.355,0.36,0.1,17320000,,"ASX",93900,0.006,,0.189,4620000,0.743,1.852,59.167,0,,,"0.000"
"SFC",5.92,5.93,,,"9/1/2016",0.11,0.018600000000000002,"2017-02-02",5.93,6.03,6.03,6.15,4.71,84450000,,"ASX",2500,0.41,,5.04,13380000,0.39,1.17,14.85,0,,,"0.00"
"SFG",0.098,0.097,,,,0,0,"2017-02-02",0.097,0.098,0.098,0.13,0.065,201680000,,"ASX",1081065,-0.027,-0.02,0.029,-21620000,6.429,3.379,,0,,,"0.000"
"SFI",0.09,0.09,,,,0,-0.0217,"2017-02-02",0.09,0.09,0.09,0.09,0.04,74810000,,"ASX",2135694,-0.01,-1,0.01,-6650000,,7.08,,0,,,"0.00"
"SFR",6.55,6.7,0,0,"3/9/2016",0.06,0.0092,"2017-02-02",6.57,6.7,6.61,6.86,4.74,1040000000,,"ASX",3926072,0.31,0.48,2.4,174050000,2.07,2.73,21.67,0.59,13.77,10.17,"0.00"
"SFX",0.6,0.615,,,,0.015,0.025,"2017-02-02",0.615,0.615,0.615,0.77,0.28,111140000,,"ASX",9856,-0.012,0,0.239,-2970000,,2.51,,0,,,"0.000"
"SFY",53.24,53.48,,,,-0.13,-0.0024,"2017-02-02",53.11,53.48,53.11,53.48,45,,,"ASX",6488,,,0,,,,,0,,,
"SGC",0.08,0.08,,,,0,0.0667,"2017-02-02",0.08,0.08,0.08,0.08,0.01,8810000,,"ASX",207000,-0.02,,0.01,"0.00",,9.38,,0,,,"0.00"
"SGF",3.34,3.36,,,"3/30/2016",0.06,0.018000000000000002,"2017-02-02",3.34,3.41,3.4,4.94,3.02,856090000,,"ASX",112653,0.19,0.26,0.8,89920000,3.97,4.18,18.18,0,13.08,11.72,"0.00"
"SGH",0.25,0.25,,,"9/18/2015",0.01,0.04,"2017-02-02",0.25,0.26,0.26,0.88,0.2,91620000,,"ASX",319970,-2.89,-0.09,0.87,-74890000,0.09,0.29,,0,,,"0.00"
"SGM",11.32,11.14,2.27,0.21,"3/10/2016",0.11,0.0097,"2017-02-02",11.12,11.46,11.43,13.61,6.37,2260000000,,"ASX",1228824,-1.07,0.6,9.27,75100000,0.48,1.22,,0.47,19.05,16.1,"0.00"
"SGP",4.39,4.34,0,0,"6/29/2016",-0.06,-0.0137,"2017-02-02",4.3,4.36,4.33,5.11,3.94,10340000000,,"ASX",13902837,0.37,0.3,3.88,712000000,4.44,1.13,11.61,2.67,14.43,13.53,"0.00"
"SGQ",0.12,0.13,,,,0,0.04,"2017-02-02",0.13,0.13,0.13,0.25,0.08,26940000,,"ASX",167945,-0.04,,0,-6140000,,25,,0,,,"0.00"
"SGR",4.76,4.76,,,"8/31/2016",-0.06,-0.0126,"2017-02-02",4.68,4.78,4.7,6.32,4.68,3880000000,,"ASX",4194894,0.23,0.29,3.81,469900000,1.73,1.25,20,2.21,16.21,15.16,"0.00"
"SHJ",0.7,0.7,,,"9/9/2016",0,0,"2017-02-02",0.69,0.7,0.7,1.57,0.47,121210000,,"ASX",215804,0.09,0.13,1.1,25570000,0.8,0.64,8.14,0.29,5.38,5,"0.00"
"SHK",0.004,0.004,,,,0,0,"2017-02-02",0.004,0.004,0.004,0.009,0.002,2810000,,"ASX",310779,-0.006,,-0.036,-1540000,482.478,,,0,,,"0.000"
"SHL",20.94,21.06,4.1,0.63,"9/8/2016",0.2,0.0096,"2017-02-02",20.9,21.21,21.14,24.16,17.05,8770000000,,"ASX",683313,1.09,1.09,8.82,815270000,1.73,2.37,19.34,2.86,19.39,17.47,"0.00"
"SHM",1.17,1.17,,,"3/16/2016",0.05,0.042699999999999995,"2017-02-02",1.17,1.22,1.22,1.39,0.66,115900000,,"ASX",133450,0.14,0.14,0.5,23050000,0.61,2.36,8.78,0,8.71,7.63,"0.00"
"SHV",5.47,5.45,,,"9/2/2016",-0.09,-0.0165,"2017-02-02",5.35,5.6,5.38,7.85,3.73,392300000,,"ASX",422631,0.46,0.41,3.99,54160000,1.39,1.37,11.7,1.39,13.12,12.23,"0.00"
"SIH",0.015,0.015,,,,0,0,"2017-02-02",0.015,0.015,0.015,0.03,0.007,23800000,,"ASX",35834,-0.001,-0.01,0.014,-1920000,,1.071,,0,,,"0.000"
"SIP",1.2,1.215,0,0,"9/20/2016",-0.005,-0.00417,"2017-02-02",1.195,1.215,1.195,1.527,0.72,1180000000,,"ASX",1378518,0.052,0.06,0.556,102750000,0.301,2.158,22.981,2.28,19.917,17.071,"0.000"
"SIQ",6.28,6.25,,,"3/11/2016",-0.02,-0.0032,"2017-02-02",6.25,6.36,6.26,7.71,3.71,748280000,,"ASX",73185,0.25,0.36,0.85,39670000,6.96,7.41,25.34,0.69,17.39,14.56,"0.00"
"SIT",0.12,0.12,,,"11/13/2003",0,0,"2017-02-02",0.12,0.12,0.12,0.31,0.11,62740000,,"ASX",50000,0.02,0,0.09,12990000,0.98,1.28,6.67,0,,,"0.00"
"SIV",8.96,8.98,,,"9/2/2016",-0.13,-0.014499999999999999,"2017-02-02",8.75,9.05,8.83,12.2,7.66,310390000,,"ASX",48629,0.69,0.7,3.68,143920000,1.42,2.44,12.82,1.32,12.61,10.51,"0.00"
"SIX",0.36,0.36,,,,0,0,"2017-02-02",0.36,0.36,0.36,0.38,0.02,32560000.000000004,,"ASX",15827,-0.04,,0,-2190000,14.7,,,0,,,"0.00"
"SKB",0.58,0.58,,,"9/19/2016",0,0,"2017-02-02",0.58,0.58,0.58,0.68,0.35,229850000,,"ASX",9737,0.02,0.02,0.18,12070000,3.93,3.28,29,0,,,"0.00"
"SKC",3.62,3.61,6.78,0.18,"9/1/2016",-0.01,-0.0028000000000000004,"2017-02-02",3.6,3.64,3.61,4.88,3.31,2350000000,,"ASX",470855,0.18,0.25,1.24,237310000,3.26,2.92,20.51,-70.36,14.44,13.88,"0.00"
"SKI",2.36,2.35,5.83,0.11,"9/5/2016",0,0,"2017-02-02",2.35,2.36,2.36,2.67,1.86,3970000000,,"ASX",3682455,0.06,0.1,1.23,261190000,14.57,1.93,37.46,7.67,23.6,21.45,"0.00"
"SKN",0.19,0.195,,,,0.005,0.02632,"2017-02-02",0.195,0.195,0.195,0.22,0.185,14340000000,,"ASX",25001,,,0,"0.00",,,,0,,,"0.000"
"SKT",4.38,4.34,,,"3/10/2016",-0.07,-0.016,"2017-02-02",4.29,4.39,4.31,5.11,3.7,1680000000,,"ASX",228794,0.27,0.29,2.47,237230000,2.54,1.77,15.79,-1.57,14.86,15.39,"0.00"
"SLC",2.4,2.41,,,,0,0,"2017-02-02",2.38,2.46,2.4,3.48,1.68,,,"ASX",308371,-0.04,-0.02,0,"0.00",,,,0,,,"0.00"
"SLF",12.37,12.32,,,,-0.07,-0.005699999999999999,"2017-02-02",12.21,12.34,12.3,14.68,11.45,,,"ASX",35316,2.71,,0,,,,,0,,,
"SLK",4.63,4.63,,,"3/31/2016",0,0,"2017-02-02",4.56,4.63,4.63,4.85,3.63,468340000,,"ASX",44181,0.23,0.24,1.35,44080000,2.65,3.42,19.79,2.61,19.29,17.15,"0.00"
"SLM",0.61,0.61,,,"8/28/2014",0,0,"2017-02-02",0.61,0.61,0.61,0.65,0.4,97290000,,"ASX",10000,-0.05,0.04,0.55,9980000,0.22,1.11,,-2.91,15.25,12.2,"0.00"
"SLR",0.67,0.67,,,,-0.02,-0.0226,"2017-02-02",0.64,0.68,0.65,0.8,0.22,327410000,,"ASX",3104306,0.01,0.04,0.37,52790000,1.6,1.79,72.22,-0.15,16.25,5.91,"0.00"
"SLX",0.7,0.71,,,,-0.04,-0.0571,"2017-02-02",0.65,0.71,0.66,0.71,0.26,112510000,,"ASX",349641,-0.02,-0.01,0.31,-4540000,38.78,2.22,,0,,,"0.00"
"SM8",0.16,0.16,,,,0,0,"2017-02-02",0.16,0.16,0.16,0.28,0.14,8810000,,"ASX",1,-0.02,,0.07,"-381338.00",23.21,2.32,,0,,,"0.00"
"SMA",0.012,0.013,,,,0,0,"2017-02-02",0.012,0.013,0.012,0.057,0.011,26590000,,"ASX",6313497,-0.001,0,0.002,-2430000,2.283,6,,0,,,"0.000"
"SMD",0.018,0.016,,,,-0.002,-0.11111,"2017-02-02",0.016,0.016,0.016,0.037,0.003,9190000,,"ASX",50000,-0.017,0,0.012,"-588944.00",5169.978,1.5,,0,,,"0.000"
"SMI",0.04,0.04,,,,0,0,"2017-02-02",0.04,0.04,0.04,0.08,0.01,10410000,,"ASX",472288,-0.01,,0.03,-1410000,,1.33,,0,,,"0.00"
"SMN",1.55,1.54,,,,-0.01,-0.006500000000000001,"2017-02-02",1.54,1.6,1.54,2.99,1.2,156790000,,"ASX",160388,-0.03,,0.03,"0.00",1299.93,48.44,,0,,,"0.00"
"SMP",0.19,0.19,,,,0,0.027000000000000003,"2017-02-02",0.19,0.19,0.19,0.22,0.1,32630000.000000004,,"ASX",481263,0,,0.05,5220000,2.07,3.7,95,0,,,"0.00"
"SMR",0.5,0.5,,,,-0.005,-0.01,"2017-02-02",0.495,0.5,0.495,0.84,0.125,110140000,,"ASX",724740,-0.089,-0.04,0.176,-22700000,8.76,2.841,,0,,,"0.000"
"SMX",1.38,1.37,,,"10/13/2016",0,0.0036,"2017-02-02",1.37,1.38,1.38,2.61,1.1,94580000,,"ASX",34031,0.14,0.09,1.89,16489999.999999998,0.29,0.73,9.86,-2.7,15.33,12.55,"0.00"
"SND",0.61,0.6,,,"3/8/2016",-0.06,-0.0984,"2017-02-02",0.55,0.6,0.55,0.64,0.5,43300000,,"ASX",95033,0.04,0.08,0.22,4300000,1.15,2.77,15.28,0,,,"0.00"
"SNL",2.05,2.06,,,"9/14/2016",0.02,0.0098,"2017-02-02",2.05,2.07,2.07,2.35,1.85,84380000,,"ASX",8500,0.12,0.13,0.7,8080000,0.96,2.92,17.39,-18.45,15.92,,"0.00"
"SO4",0.59,0.59,,,,-0.03,-0.0508,"2017-02-02",0.56,0.59,0.56,0.69,0.19,74940000,,"ASX",50420,-0.04,-0.05,0.07,-4410000,,8.43,,0,,,"0.00"
"SOL",15.59,15.65,,,"4/20/2016",-0.07,-0.0045000000000000005,"2017-02-02",15.52,15.75,15.52,17.97,14.35,3720000000,,"ASX",77408,0.62,0.78,12.7,247020000,4.9,1.23,24.87,3.88,19.9,14.5,"0.00"
"SOM",3.44,3.44,,,,-0.17,-0.049400000000000006,"2017-02-02",3.1,3.44,3.27,4.08,2.42,186100000,,"ASX",99612,0,-0.02,0.58,1040000,4.44,5.89,1090,-0.38,,54.5,"0.00"
"SOR",0.1,0.105,,,,0.002,0.02,"2017-02-02",0.102,0.11,0.102,0.215,0.084,24760000,,"ASX",75137,-0.009,,0.03,-1540000,,3.333,,0,,,"0.000"
"SP1",0.028,0.028,,,,-0.003,-0.10714,"2017-02-02",0.025,0.028,0.025,0.195,0.025,"27150.00",,"ASX",1496109,-6.742,,0.688,-6060000,0.256,0.041,,0,,,"0.000"
"SPK",3.36,3.38,,,"9/22/2016",0.01,0.003,"2017-02-02",3.34,3.39,3.37,3.84,2.95,6170000000,,"ASX",648607,0.15,0.21,0.67,601210000,2.43,5.04,23.08,3.75,16.05,15.32,"0.00"
"SPL",0.75,0.75,,,"3/25/1988",-0.02,-0.026699999999999998,"2017-02-02",0.73,0.75,0.73,0.88,0.54,267990000,,"ASX",324870,-0.07,-0.02,0.14,-21740000,59.43,5.56,,0,,73,"0.00"
"SPO",0.945,0.94,,,"3/17/2016",0,0,"2017-02-02",0.94,0.96,0.945,1.325,0.892,1040000000,,"ASX",4974188,0.11,0.1,0.753,294900000,0.327,1.255,8.591,2.1,9.45,8.591,"0.000"
"SPQ",0.008,0.008,,,,0.001,0.125,"2017-02-02",0.008,0.009,0.009,0.018,0.003,2250000,,"ASX",14660067,-0.01,,0.01,"-390643.00",,0.8,,0,,,"0.000"
"SPY",301,297.86,,,,-3.14,-0.0104,"2017-02-02",297.86,297.86,297.86,314.43,257.33,,,"ASX",30,27.45,,0,,,,,0,,,
"SPZ",0.295,0.3,,,,0.01,0.0339,"2017-02-02",0.3,0.305,0.305,0.335,0.193,88570000,,"ASX",90116,-0.005,0.01,0.044,1020000,2.693,6.705,,0,30.5,15.25,"0.000"
"SRF",0.185,0.18,,,,-0.01,-0.05405,"2017-02-02",0.175,0.185,0.175,1.84,0.1,48400000,,"ASX",355701,-0.595,-0.03,0.176,-61290000,0.215,1.051,,0,,,"0.000"
