symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio,tickerTrend
MVB,27.21,27.26,,,,0.05,0.0018,1/2/17,27.26,27.26,27.26,28.87,21.72,,,ASX,570,,,0,,,,,0,,,,
MVE,23.55,23.48,,,,-0.07,-0.003,1/2/17,23.48,23.48,23.48,24.54,7.67,,,ASX,100,,,0,,,,,0,,,,
MVF,1.66,1.68,,,9/6/16,0.06,0.0361,1/2/17,1.67,1.74,1.72,2.55,1.41,404880000,,ASX,863133,0.12,0.13,0.66,49080000,2.5,2.52,14.1,1.65,13.23,12.29,0,
MVP,5.17,5.3,,,9/1/16,0.03,0.0058,1/2/17,5.07,5.32,5.2,6.85,3.65,301390000,,ASX,6212,0.03,0.07,0.33,3940000,19.37,15.76,192.59,0,74.29,43.33,0,
MVR,20.56,20.69,,,,0.13,0.0063,1/2/17,20.69,20.69,20.69,20.94,12.91,,,ASX,470,,,0,,,,,0,,,,
MVS,17.26,17.22,,,,-0.04,-0.0023,1/2/17,17.22,17.22,17.22,18.59,14.6,,,ASX,585,,,0,,,,,0,,,,
MVT,0.165,0.165,,,,0,0,1/2/17,0.165,0.165,0.165,0.18,0.125,46200000,,ASX,100000,0.007,,0.165,4770000,6.929,1,23.571,0,,,0,
MVW,24.67,24.58,,,,-0.04,-0.0016,1/2/17,24.58,24.63,24.63,25.91,19.48,,,ASX,3317,,,0,,,,,0,,,,
MWR,0.68,0.65,,,9/21/2015,-0.03,-0.0441,1/2/17,0.64,0.65,0.65,1.1,0.5,5630000,,ASX,20022,0.06,,0.54,181958,2.29,1.27,11.61,0,,,0,
MWY,2.62,2.57,,,,-0.03,-0.0115,1/2/17,2.57,2.61,2.59,2.64,2.28,,,ASX,63822,,0.22,0,31100000,,,,-1.71,11.77,10.36,0,
MX1,0.43,0.43,,,,0.01,0.0233,1/2/17,0.43,0.44,0.44,0.57,0.29,52540000,,ASX,26119,-0.17,-0.04,0.15,-7840000,57.56,2.81,,0,,,0,
MXC,0.037,0.037,,,,0,0,1/2/17,0.037,0.039,0.037,0.083,0.023,,,ASX,2572924,-0.015,,0,0,,,,0,,,0,
MXI,0.6,0.6,,,3/23/2016,0,0,1/2/17,0.6,0.6,0.6,0.65,0.4,111050000,,ASX,18122,0.03,0.07,0.66,16830000,0.33,0.91,21.43,0.19,8.57,8.57,0,
MXR,0.003,0.003,,,,0,0,1/2/17,0.003,0.003,0.003,0.007,0.001,5650000,,ASX,33827492,-0.001,,0.003,-432810,335.296,1,,0,,,0,
MXUPA,72.2,,,,,0.3,0.0042,1/2/17,72.2,72.5,72.5,73.1,66.55,,,ASX,271,6.14,,0,,,,,0,,,,
MYE,0.37,0.37,,,3/11/15,0.005,0.01351,1/2/17,0.37,0.375,0.375,0.5,0.11,34160000,,ASX,35260,-0.144,-0.02,0.483,3380000,0.2,0.766,,-16.88,,,0,
MYO,3.4,3.38,,,3/9/16,0.06,0.0176,1/2/17,3.38,3.47,3.46,4.09,2.63,2020000000,,ASX,1203585,0.08,0.16,1.47,123050000,5.75,2.31,42.2,2.07,21.62,19.22,0,
MYR,1.21,1.195,,,9/28/2016,-0.005,-0.00413,1/2/17,1.185,1.212,1.205,1.46,0.98,989640000,,ASX,2751891,0.077,0.09,1.349,179100000,0.355,0.897,15.649,1.18,13.389,12.05,0,
MYS,4.53,4.48,,,9/1/16,-0.02,-0.0044,1/2/17,4.47,4.53,4.51,4.59,3.8,396220000,,ASX,23141,0.32,0.37,3.41,0,3.26,1.33,13.92,3.02,12.19,11.56,0,
MYX,1.26,1.25,,,10/25/2010,0.01,0.0079,1/2/17,1.24,1.27,1.27,2.11,1.06,1030000000,,ASX,4553444,0.05,0.08,0.45,64960000,3.82,2.81,27.61,0.99,15.88,14.11,0,
MZI,0.28,0.28,,,,0,0,1/2/17,0.28,0.28,0.28,0.4,0.21,57080000,,ASX,7803,-0.17,-0.04,0.13,-7890000,3.29,2.14,,0,,4,0,
MZM,0.17,0.18,,,,0.01,0.0588,1/2/17,0.18,0.18,0.18,0.25,0.12,12680000,,ASX,4295,-0.01,,0.12,-2570000,65.72,1.48,,0,,,0,
MZN,0.024,0.024,,,,0.002,0.08333,1/2/17,0.023,0.026,0.026,0.033,0.005,30290000,,ASX,10297730,-0.004,,0.006,-3290000,728.319,4,,0,,,0,
NAB,30.33,30.23,9.2,2.12,11/4/16,0.13,0.0043,1/2/17,30.04,30.46,30.46,32.1,23.82,80640000000,,ASX,3117415,0.16,2.4,19.01,0,4.64,1.6,196.52,5.89,12.69,12.48,0,
NAC,1.14,1.13,,,4/19/2016,-0.01,-0.0088,1/2/17,1.13,1.13,1.13,1.22,0.95,33220000,,ASX,4500,0.17,,1.14,0,4.41,1,6.53,0,,,0,
NAE,0.03,0.031,,,,0.001,0.03333,1/2/17,0.031,0.032,0.031,0.041,0.003,10650000,,ASX,2436391,0,,0.016,8827,10.907,1.875,,0,,,0,
NAG,0.07,0.07,,,,0.01,0.1765,1/2/17,0.06,0.08,0.08,0.24,0.06,28100000,,ASX,356993,0,,0.02,-33328,52.72,3.78,,0,,,0,
NAN,2.88,2.87,,,,0,0,1/2/17,2.8,2.92,2.88,3.6,1.72,852290000,,ASX,1305166,0,0.05,0.19,792999,19.92,15.08,,0.11,57.6,32,0,
NCC,1.34,1.37,,,3/24/2015,0,0,1/2/17,1.34,1.37,1.34,1.43,0.88,,,ASX,81898,0.17,,0,0,,,,0,,,0,
NCK,6.59,6.56,,,2/29/2016,0,0,1/2/17,6.54,6.63,6.59,6.63,3.93,533790000,,ASX,68177,0.32,0.39,0.71,39540000,2.63,9.23,20.4,0.83,16.9,15.33,0,
NCM,21.53,21.98,0.96,0.15,9/21/2016,0.15,0.007,1/2/17,21.63,22.19,21.68,27.2,12.64,16600000000,,ASX,3108262,0.43,0.76,9.2,1330000000,5,2.34,50.42,0.59,28.53,23.31,0,
NDQ,11.72,11.7,,,,0.04,0.0034,1/2/17,11.7,11.77,11.76,12.01,9.6,,,ASX,33342,,,0,,,,,0,,,,
NEA,0.6,0.605,,,10/14/2008,-0.005,-0.00833,1/2/17,0.595,0.61,0.595,0.965,0.325,211970000,,ASX,1148900,-0.02,0,0.052,-4110000,6.921,11.538,,0,,59.5,0,
NEC,1,1,,,9/5/16,0.01,0.0151,1/2/17,0.99,1.02,1.01,1.7,0.85,877360000,,ASX,2072229,0.37,0.12,1.42,149630000,0.67,0.7,2.74,-1.34,8.42,8.42,0,
NEN,0.22,0.22,,,,0,0,1/2/17,0.22,0.22,0.22,0.33,0.2,11480000,,ASX,22945,0.01,0,0.38,1160000,9.63,0.59,14.67,0,,,0,
NEU,0.073,0.073,,,,0,0,1/2/17,0.072,0.075,0.073,0.13,0.041,128990000,,ASX,737391,-0.009,-0.01,0.004,-17130000,578.436,18.25,,0,,7.3,0,
NGE,0.39,0.39,,,,0,0,1/2/17,0.39,0.39,0.39,0.52,0.34,16650000,,ASX,31385,-0.95,0,0.45,-368999,13.54,0.86,,0,,,0,
NGY,0.05,0.05,,,,0,0,1/2/17,0.05,0.05,0.05,0.06,0,57580000,,ASX,240951,0,,0.04,-2610000,,1.32,,0,,,0,
NHC,1.6,1.61,3.61,0.04,10/17/2016,0,0,1/2/17,1.6,1.63,1.6,2.13,1.21,1330000000,,ASX,214614,-0.06,0.15,2.11,80400000,2.5,0.76,,0.81,10.67,10,0,
NHF,4.61,4.63,,,9/8/16,0.01,0.0022,1/2/17,4.55,4.63,4.62,5.05,3.18,2030000000,,ASX,219190,0.21,0.24,0.88,148360000,1.07,5.21,21.79,2.49,19.25,17.77,0,
NHL,0.034,0.034,,,,0.002,0.05882,1/2/17,0.034,0.036,0.036,0.061,0.034,,,ASX,399896,,,0,0,,,,0,,,0,
NIU,0.006,0.005,,,9/17/2008,-0.001,-0.16667,1/2/17,0.005,0.006,0.005,0.009,0.001,7380000,,ASX,11266666,-0.001,,0.002,-1110000,7.97,3,,0,,,0,
NME,0.005,0.007,,,,0.002,0.4,1/2/17,0.007,0.007,0.007,0.015,0.003,1070000,,ASX,142850,-0.002,,-0.027,-961102,1.856,,,0,,,0,
NML,0.044,0.044,,,,0.001,0.02273,1/2/17,0.04,0.045,0.045,0.081,0.01,4870000,,ASX,2321353,-0.028,,0.04,-401226,,1.1,,0,,,0,
NMM,0.12,0.13,,,,0,0.04,1/2/17,0.13,0.13,0.13,0.16,0.02,16340000,,ASX,75000,-0.01,,0.01,0,3328.09,11.36,,0,,,0,
NMT,0.37,0.4,,,,0.02,0.0541,1/2/17,0.38,0.4,0.39,0.52,0.16,218040000,,ASX,1830555,0.16,,0.16,-5080000,,2.31,2.5,0,,,0,
NNW,0.076,0.079,,,,-0.001,-0.01316,1/2/17,0.075,0.081,0.075,0.195,0.072,86980000,,ASX,443500,0.001,0.01,0.043,4060000,2.572,1.767,75,0,,,0,
NOR,0.028,0.025,,,,-0.003,-0.10714,1/2/17,0.022,0.025,0.025,0.074,0.019,24220000,,ASX,5787894,-0.02,0,0.003,-16650000,35.956,9.333,,0,,,0,
NOV,0.18,0.17,,,,-0.01,-0.0556,1/2/17,0.17,0.17,0.17,0.26,0.1,15790000,,ASX,12852,-0.09,,0.05,-4480000,4.32,3.67,,0,,,0,
NOX,0.5,0.52,,,,0.01,0.02,1/2/17,0.51,0.55,0.51,0.89,0.13,38340000,,ASX,218615,-0.04,,0,-1050000,,,,0,,,0,
NRT,0.088,0.087,,,,-0.003,-0.03409,1/2/17,0.085,0.088,0.085,0.145,0.079,36530000,,ASX,482212,-0.028,-0.05,0.079,-11720000,11.558,1.114,,0,,,0,
NSL,0.041,0.042,,,,-0.003,-0.07317,1/2/17,0.038,0.042,0.038,0.051,0.006,61830000,,ASX,6151313,-0.006,,0.002,-2230000,,20.5,,0,,,0,
NSR,1.445,1.44,,,6/29/2016,-0.01,-0.00692,1/2/17,1.425,1.44,1.435,1.944,1.347,482770000,,ASX,950312,-0.001,,0.099,49650000,5.977,14.596,,0,,,0,
NST,3.81,3.89,2.98,0.09,9/27/2016,0.03,0.0079,1/2/17,3.82,3.91,3.84,5.89,2.87,2310000000,,ASX,3458323,0.25,0.34,0.75,392370000,2.91,5.06,15.3,0.47,11.29,7.68,0,
NTC,1.85,1.85,,,12/17/2010,-0.08,-0.0407,1/2/17,1.73,1.87,1.77,3.4,1.65,259000000,,ASX,191423,0.01,0,0.53,3220000,3.17,3.49,118,0,,11.06,0,
NTI,0.285,0.295,,,,0,0,1/2/17,0.285,0.295,0.285,0.555,0.235,14230000,,ASX,100526,-0.119,,0.029,-3460000,56.174,9.828,,0,,,0,
NTL,0.005,0.005,,,,0,0,1/2/17,0.005,0.005,0.005,0.014,0.002,10380000,,ASX,4967465,-0.002,,0.005,-763138,,1,,0,,,0,
NTM,0.06,0.061,,,,0.002,0.03333,1/2/17,0.06,0.062,0.062,0.088,0.006,13290000,,ASX,327101,-0.005,,0.013,-387813,768.402,4.615,,0,,,0,
NTU,0.12,0.12,,,,-0.005,-0.04167,1/2/17,0.115,0.12,0.115,0.175,0.057,57290000,,ASX,19846,-0.014,-0.01,-0.002,-5730000,524.672,,,0,,,0,
NUF,8.97,8.88,,,10/13/2016,-0.04,-0.0045,1/2/17,8.88,9.05,8.93,9.67,6.3,2370000000,,ASX,525098,0.06,0.51,5.81,342110000,0.85,1.54,146.39,0.83,17.51,14.4,0,
NUH,0.105,0.115,,,,0,0,1/2/17,0.105,0.115,0.105,0.145,0.03,,,ASX,1786295,,,0,0,,,,0,,,0,
NVL,2.1,2.11,,,,0,0,1/2/17,2.1,2.11,2.1,2.2,1.1,107480000,,ASX,12061,0.03,0.12,0.82,7680000,2.43,2.56,84,0,17.5,15,0,
NVO,0.06,0.06,,,,0,0,1/2/17,0.06,0.06,0.06,0.14,0.06,22580000,,ASX,32770,-0.02,,0.02,0,,2.86,,0,,,0,
NVT,4.43,4.67,5.83,0.21,8/31/2016,0.05,0.0113,1/2/17,4.46,4.72,4.48,6.05,4.46,1660000000,,ASX,7605096,0.24,0.24,0.56,166800000,1.63,7.88,18.67,2.19,18.67,16.59,0,
NWF,0.27,0.26,,,,-0.01,-0.037,1/2/17,0.26,0.26,0.26,0.72,0.1,58650000,,ASX,2000,-0.02,,0.11,-2430000,102.92,2.39,,0,,,0,
NWH,0.7,0.71,,,10/8/14,0.025,0.03571,1/2/17,0.7,0.725,0.725,0.785,0.04,202190000,,ASX,566582,0.077,0.07,0.537,40810000,0.678,1.304,9.416,-0.28,10.357,8.056,0,
NWS,16.67,16.47,,,,-0.02,-0.0012,1/2/17,16.47,16.65,16.65,19.96,14.76,9680000000,,ASX,89369,-0.02,0.48,19.83,655000000,1.18,0.84,,4.8,34.69,32.65,0,
NWSLV,16.25,16.09,,,3/5/14,-0.16,-0.0098,1/2/17,16.09,16.09,16.09,19.24,14.41,9350000000,,ASX,164,-0.02,,19.83,655000000,1.15,0.82,,0,,,0,
NWZ,0.004,0.004,,,,0,0,1/2/17,0.004,0.004,0.004,0.036,0.002,5800000,,ASX,787382,-0.023,,0.007,-10950000,2.088,0.571,,0,,,0,
NXM,0.11,0.115,,,,0.005,0.04545,1/2/17,0.115,0.115,0.115,0.245,0.064,9440000,,ASX,18392,-0.016,,0.073,-1230000,37.618,1.507,,0,,,0,
NXT,3.08,3.06,,,,0.05,0.0162,1/2/17,3.03,3.16,3.13,4.46,2.26,765610000,,ASX,1040228,0.01,0.05,1.36,26720000,8.44,2.26,391.25,0.55,62.6,62.6,0,
NZK,1.29,1.3,,,,0.01,0.0078,1/2/17,1.3,1.3,1.3,1.4,1,32850000,,ASX,1251,0.07,,1.06,-12880000,0.39,1.21,17.81,0,,,0,
NZM,0.65,0.65,,,10/13/2016,-0.005,-0.00769,1/2/17,0.635,0.65,0.645,0.915,0.46,126430000,,ASX,102517,0.219,,1.031,90310000,0.271,0.63,2.945,0,,,0,
OBJ,0.068,0.068,,,,-0.004,-0.05882,1/2/17,0.064,0.068,0.064,0.105,0.055,113590000,,ASX,2172542,-0.002,,0.004,-3460000,79.319,17,,0,,,0,
OCC,0.445,0.455,,,,0,0,1/2/17,0.44,0.455,0.445,0.55,0.28,40710000,,ASX,74098,-0.043,,0.053,-5250000,61.078,8.396,,0,,,0,
ODY,0.09,0.09,,,,0.01,0.0753,1/2/17,0.09,0.1,0.1,0.11,0.05,10920000,,ASX,160000,0,,0.04,0,100.64,2.58,,0,,,0,
OEC,0.87,0.84,,,,-0.04,-0.046,1/2/17,0.81,0.84,0.83,0.96,0.45,62530000,,ASX,193184,0.03,0.04,0.4,-7520000,5.63,2.15,30.74,0,20.75,7.55,0,
OEL,0.039,0.039,0,0,,-0.001,-0.02564,1/2/17,0.038,0.039,0.038,0.063,0.018,44910000,,ASX,737609,-0.017,-0.01,0.019,-19980000,1.701,2.053,,0,,,0,
OFX,1.67,1.41,,,6/9/16,-0.4,-0.2395,1/2/17,1.24,1.44,1.27,3.25,1.24,309190000,,ASX,12793082,0.08,0.1,0.23,29750000,3.59,7.32,15.3,1.83,12.7,9.77,0,
OGC,4.48,4.55,,,3/11/05,0.07,0.0156,1/2/17,4.5,4.6,4.55,5.79,2.8,2780000000,,ASX,451592,0.19,0.2,2.16,273640000,4.38,2.07,24.2,0.53,22.75,15.17,0,
OKU,0.14,0.14,,,,0,0.037,1/2/17,0.14,0.16,0.14,0.25,0.06,33670000,,ASX,1480764,-0.01,,0.09,0,,1.47,,0,,,0,
OMH,0.11,0.11,,,4/11/11,0,0,1/2/17,0.11,0.11,0.11,0.17,0.04,80460000,,ASX,25928,-0.21,0.02,0.1,-4930000,0.22,1.06,,0,,,0,
OML,4.47,4.51,,,8/29/2016,0.03,0.0067,1/2/17,4.45,4.52,4.5,5.88,3.72,675660000,,ASX,240931,0.13,0.24,1.69,65190000,2.22,2.65,35.71,0.94,18.75,15.52,0,
ONT,7.51,7.51,,,3/9/16,0.04,0.0053,1/2/17,7.51,7.55,7.55,7.9,6.55,178770000,,ASX,17086,0.32,0.35,1.45,12730000,4.88,5.17,23.45,2.48,21.57,19.36,0,
OOK,0.025,0.025,,,,0,0,1/2/17,0.025,0.025,0.025,0.041,0.019,5250000,,ASX,655162,0.071,,0.014,0,276.146,1.786,0.352,0,,,0,
OPG,0.5,0.5,,,9/12/16,0,0,1/2/17,0.5,0.5,0.5,0.62,0.42,48210000,,ASX,762,0.15,,0.26,11920000,0.43,1.9,3.42,0,,,0,
OPT,0.9,0.88,,,10/11/04,0.08,0.0889,1/2/17,0.88,0.98,0.98,0.98,0.3,147200000,,ASX,524859,-0.04,-0.05,0.1,-7720000,400.38,9,,0,,,0,
ORA,2.85,2.84,,,2/29/2016,0,0,1/2/17,2.83,2.88,2.85,3.18,2.14,3400000000,,ASX,2512061,0.14,0.15,1.26,374300000,0.88,2.27,20.5,3.05,19,17.81,0,
ORE,4.22,4.32,,,,-0.09,-0.0213,1/2/17,4.09,4.34,4.13,5.05,2.18,865150000,,ASX,4931899,-0.12,0.06,0.91,-10850000,56.93,4.63,,-5.02,68.83,29.5,0,
ORG,7.09,7.05,0,0,2/23/2016,0.11,0.0155,1/2/17,7.05,7.24,7.2,7.41,3.5,12620000000,,ASX,3770165,-0.37,0.29,8.27,1250000000,1.04,0.86,,0.85,24.83,13.58,0,
ORI,18.75,18.55,3.36,0.43,11/10/16,-0.05,-0.0027,1/2/17,18.55,18.94,18.7,19.23,12.04,7010000000,,ASX,762899,0.92,1.04,7.42,801400000,1.38,2.53,20.33,3.55,17.98,16.55,0,
ORL,1.735,1.75,,,4/5/16,0.01,0.00576,1/2/17,1.735,1.76,1.745,2.92,1.61,71040000,,ASX,13228,0.084,0.11,0.877,10960000,0.517,1.978,20.774,1.84,15.864,9.694,0,
ORM,0.018,0.022,,,,0.007,0.38889,1/2/17,0.022,0.025,0.025,0.026,0.006,8630000,,ASX,73482,-0.003,,0.007,-451642,,2.571,,0,,,0,
ORR,0.54,0.53,,,,-0.02,-0.028,1/2/17,0.52,0.53,0.52,0.74,0.1,90170000,,ASX,122972,-0.03,-0.03,0.11,-3760000,1911.87,4.95,,0,,,0,
OSH,6.87,6.85,0.9,0.05,9/6/16,0.11,0.016,1/2/17,6.83,7.01,6.98,7.74,5.95,10630000000,,ASX,5010232,-0.16,0.08,3.07,849930000,8.03,2.24,,8.61,87.25,31.73,0,
OSL,0.1,0.1,,,,-0.001,-0.01,1/2/17,0.098,0.1,0.099,0.25,0.08,45980000,,ASX,438921,-0.012,-0.02,0.032,-5010000,12.104,3.125,,0,,,0,
OSP,0.44,0.45,,,,0.005,0.01136,1/2/17,0.445,0.45,0.445,0.51,0.195,68600000,,ASX,37459,-0.078,-0.05,0.039,-11960000,205.06,11.282,,0,,,0,
OTR,0.31,0.32,,,9/28/2009,0.03,0.0968,1/2/17,0.32,0.34,0.34,0.54,0.05,19560000,,ASX,16207,-0.03,,0.23,-2180000,0.07,1.37,,0,,,0,
OVH,0.58,0.58,,,,0,0.0085,1/2/17,0.58,0.59,0.59,0.86,0.5,113960000,,ASX,364431,-0.02,0.01,0.19,-3070000,4.22,3.06,,0,59,29.5,0,
OVL,0.02,0.02,,,,0,-0.0476,1/2/17,0.02,0.02,0.02,0.03,0,13430000,,ASX,1043963,0,,0,-1150000,263.41,,,0,,,0,
OVN,0.7,0.72,,,,0.1,0.1429,1/2/17,0.72,0.8,0.8,1,0.58,57600000,,ASX,44764,-0.05,,0.04,-2240000,93.31,17.5,,0,,,0,
OVR,0.008,0.008,,,,0.001,0.125,1/2/17,0.008,0.009,0.009,0.013,0.004,3190000,,ASX,703769,-0.002,,0.007,-303265,,1.143,,0,,,0,
OZG,0.17,0.17,,,,0,-0.0145,1/2/17,0.17,0.17,0.17,0.17,0.11,,,ASX,65000,0,,0,0,,,,0,,,0,
OZL,8.98,8.94,2.3,0.15,2/22/2016,0.15,0.0167,1/2/17,8.94,9.14,9.13,9.32,3.68,2770000000,,ASX,2185291,0.36,0.37,7.57,510100000,3.07,1.19,25.65,-1.03,24.68,22.27,0,
PAA,0.05,0.05,,,,0,-0.0196,1/2/17,0.05,0.05,0.05,0.16,0.05,4630000,,ASX,1276274,-0.04,,0.05,-1740000,1.74,0.94,,0,,,0,
PAC,5.27,5.25,,,9/6/16,-0.27,-0.0512,1/2/17,5,5.27,5,7.18,3.48,140620000,,ASX,61954,-1.72,0.42,6.66,465573,26.46,0.79,,1.18,11.9,10.2,0,
PAF,0.94,0.945,,,9/14/2016,0.005,0.00532,1/2/17,0.945,0.945,0.945,0.977,0.835,52480000000,,ASX,14000,,,0,0,,,,0,,,0,
PAI,0.91,0.91,,,,0.01,0.011,1/2/17,0.9,0.92,0.92,1,0.88,2.6975E+11,,ASX,186664,,,0,0,,,,0,,,0,
PAK,0.12,0.12,,,,-0.01,-0.0833,1/2/17,0.1,0.12,0.11,0.2,0.02,12780000,,ASX,529710,-0.01,,0.03,0,,4.14,,0,,,0,
PAN,0.26,0.26,0,0,3/24/2015,0.01,0.0189,1/2/17,0.26,0.27,0.27,0.38,0.07,115710000,,ASX,40644,-0.43,-0.02,0.24,-6030000,1.23,1.11,,-0.52,,27,0,
PAR,0.47,0.44,,,,-0.04,-0.0851,1/2/17,0.43,0.44,0.43,0.62,0.26,37760000,,ASX,7500,-0.04,,0.13,-3030000,31.98,3.67,,0,,,0,
PBT,0.056,0.055,,,,-0.001,-0.01786,1/2/17,0.055,0.055,0.055,0.15,0.042,29360000,,ASX,11000,-0.014,,0.059,-8560000,6.106,0.949,,0,,,0,
PCH,0.006,0.006,,,,0,0,1/2/17,0.006,0.006,0.006,0.06,0.005,1490000,,ASX,1951107,-0.026,,0.001,-2130000,8690.982,6,,0,,,0,
PCL,0.004,0.004,,,,0,0,1/2/17,0.004,0.004,0.004,0.008,0.003,6870000,,ASX,22701927,-0.004,0,0.006,-5400000,,0.667,,0,,,0,
PDN,0.125,0.12,,,,0,0,1/2/17,0.115,0.125,0.125,0.27,0.057,214110000,,ASX,7957708,-0.077,-0.02,0.058,-13400000,1.309,2.155,,0.07,,,0,
PDZ,0.44,0.46,,,5/9/00,0,-0.0112,1/2/17,0.44,0.46,0.44,0.47,0.09,66710000,,ASX,254352,-0.05,0,0.12,-8490000,217.65,3.77,,0,,,0,
PEA,0.71,0.71,,,9/6/16,0.005,0.00704,1/2/17,0.71,0.715,0.715,0.715,0.35,264620000,,ASX,38231,0.043,0.05,0.37,36900000,5.085,1.919,16.628,2.55,14.3,14.3,0,
PEK,0.075,0.075,,,,0,0,1/2/17,0.075,0.075,0.075,0.086,0.042,34090000,,ASX,145100,-0.039,-1.17,0.059,-6750000,,1.271,,0,,,0,
PEN,0.685,0.7,,,,0.02,0.0292,1/2/17,0.685,0.715,0.705,1,0.48,125650000,,ASX,299911,-0.02,0,0.745,-3230000,21.155,0.919,,0,,17.625,0,
PEP,2.53,2.55,,,4/1/16,0.01,0.004,1/2/17,2.54,2.55,2.54,2.9,2.1,440410000,,ASX,11068,0.14,0.33,2.44,0,1.24,1.04,18.41,0.39,7.7,6.68,0,
PEX,0.17,0.17,,,,0,0,1/2/17,0.17,0.17,0.17,0.22,0.12,25720000,,ASX,100352,0,,0.11,-753049,89.96,1.55,,0,,,0,
PEZ,0.022,0.024,,,,0.002,0.09091,1/2/17,0.022,0.025,0.024,0.058,0.016,22020000,,ASX,277500,-0.002,,0.201,-756500,0.035,0.109,,0,,,0,
PFG,0.13,0.13,,,3/31/2016,0,0,1/2/17,0.13,0.13,0.13,0.14,0.09,23070000,,ASX,53850,0.02,,0.22,0,1.78,0.6,5.91,0,,,0,
PGC,0.81,0.81,,,9/15/2016,0,0.0062,1/2/17,0.81,0.82,0.81,0.94,0.53,132310000,,ASX,83971,0.06,0.06,0.46,11960000,1.41,1.77,14.46,0,13.5,11.57,0,
PGF,0.99,0.99,,,,-0.005,-0.00505,1/2/17,0.985,0.99,0.985,1.005,0.8,3.4346E+11,,ASX,300365,,,0,0,,,,0,,,0,
PGH,6.53,6.45,,,9/1/16,-0.01,-0.0015,1/2/17,6.45,6.53,6.52,6.89,4.59,1930000000,,ASX,582236,0.29,0.36,1.24,208940000,1.4,5.25,22.64,1.46,18.11,15.9,0,
PGI,0.08,0.08,,,,0.005,0.0625,1/2/17,0.08,0.085,0.085,0.155,0.059,10770000,,ASX,19586,0.146,,0.211,37620000,0.2,0.379,0.582,0,,,0,
PGM,0.1,0.09,,,,0,0.0101,1/2/17,0.09,0.1,0.1,0.17,0.03,21020000,,ASX,626523,0,,0.11,-635007,62.8,0.88,,0,,,0,
PGR,0.77,0.77,,,9/15/2016,-0.02,-0.026,1/2/17,0.75,0.77,0.75,0.8,0.57,102520000,,ASX,78521,0.08,0.09,0.92,23800000,0.39,0.84,9.74,0,8.33,6.82,0,
PGY,0.001,0.002,,,,0.001,1,1/2/17,0.002,0.002,0.002,0.003,0.001,5880000,,ASX,2030000,-0.001,,0,-3230000,418.218,,,0,,,0,
PHG,0.45,0.45,,,3/4/16,0,0,1/2/17,0.45,0.46,0.45,0.47,0.2,115690000,,ASX,52847,-0.02,0.02,0.35,2770000,1.6,1.29,,0,22.5,15,0,
PHI,8.25,8.15,,,9/5/16,-0.1,-0.0121,1/2/17,8.15,8.15,8.15,9.15,5,235760000,,ASX,1800,0.33,,3.5,2850000,18.15,2.35,24.7,0,,,0,
PHK,0.07,0.07,,,,-0.002,-0.02857,1/2/17,0.068,0.07,0.068,0.125,0.031,24680000,,ASX,101112,-0.009,,0.002,-1400000,14.68,35,,0,,,0,
PIC,1,1,,,,0.01,0.01,1/2/17,1,1.01,1.01,1.01,0.92,254860000,,ASX,512214,0.03,,1.01,0,19.58,0.99,33.67,0,,,0,
PIL,0.014,0.013,,,,-0.001,-0.07143,1/2/17,0.013,0.014,0.013,0.03,0.012,11590000,,ASX,3630676,-0.014,,0.002,-1390000,20.573,7,,0,,,0,
PIO,0.018,0.018,,,,0,0,1/2/17,0.018,0.018,0.018,0.1,0.01,17870000,,ASX,2868533,-0.002,,0.013,-421765,,1.385,,0,,,0,
PIQ,0.22,0.22,,,,0,0,1/2/17,0.22,0.22,0.22,0.33,0.16,11130000,,ASX,3000,-0.03,,0.02,-1320000,7.95,13.75,,0,,,0,
PLG,0.76,0.79,,,,0,0.0065,1/2/17,0.77,0.79,0.77,0.87,0.67,33730000,,ASX,1486709,0.25,0.07,0.59,9250000,1.62,1.29,3.04,0,11,11,0,
PLH,0.19,0.19,,,,0,0,1/2/17,0.17,0.19,0.19,0.3,0.05,24430000,,ASX,74734,-0.04,,0.05,-939984,,3.58,,0,,,0,
PLS,0.54,0.54,,,,0,0.0093,1/2/17,0.53,0.54,0.54,0.87,0.31,619950000,,ASX,4003733,-0.07,-0.01,0.09,-41840000,153551.83,6.22,,0,,10.8,0,
PMC,1.6,1.6,,,,0.025,0.01562,1/2/17,1.58,1.635,1.625,1.825,1.42,382410000,,ASX,114150,-0.08,,1.454,0,,1.1,,0,,,0,
PME,4.95,4.9,0.58,0.02,9/8/16,-0.19,-0.0384,1/2/17,4.75,4.97,4.76,6.6,2.67,484330000,,ASX,54857,0.06,0.1,0.27,9710000,18.3,18.4,76.77,0,47.6,34,0,
PMP,0.645,0.645,,,3/21/2016,0,0,1/2/17,0.64,0.655,0.645,0.875,0.42,205220000,,ASX,157552,0.001,0.02,0.815,49260000,0.251,0.791,645,0,32.25,12.9,0,
