symbol,previousClose,open,dividendYield,dividendPerShare,exDividendDate,change,changeInPercent,lastTradeDate,daysLow,daysHigh,lastTradePriceOnly,52WeekHigh,52WeekLow,marketCapitalization,sharesOwned,stockExchange,volume,earningsPerShare,epsEstimateCurrentYear,bookValue,ebitda,pricePerSales,pricePerBook,peRatio,pegRatio,pricePerEpsEstimateCurrentYear,pricePerEpsEstimateNextYear,shortRatio,tickerTrend
CVC,1.86,1.82,,,9/2/16,-0.01,-0.0054,1/2/17,1.82,1.85,1.85,1.93,1.35,221130000,,ASX,6578,0.12,,1.68,35810000,1.5,1.11,16.09,0,,,0,
CVN,0.096,0.099,,,,0.003,0.03125,1/2/17,0.096,0.099,0.099,0.15,0.07,100970000,,ASX,796106,-0.005,0,0.133,-6080000,,0.722,,0,,,0,
CVO,1.92,1.92,,,8/25/2016,0.01,0.0052,1/2/17,1.92,1.93,1.93,2.05,1.11,612870000,,ASX,736547,0.06,0.08,0.63,38100000,2.77,3.07,32.71,1.8,24.12,19.3,0,
CVT,0.094,0.095,,,,-0.002,-0.02128,1/2/17,0.092,0.095,0.092,0.46,0.071,48390000,,ASX,262315,-0.031,-0.03,0.017,-14100000,138.044,5.529,,0,,,0,
CVV,0.06,0.06,,,,0.01,0.0769,1/2/17,0.06,0.07,0.07,0.13,0.06,3220000,,ASX,94546,-0.02,,0.08,-802175,12.61,0.79,,0,,,0,
CVW,1.34,1.32,,,9/15/2016,-0.04,-0.0299,1/2/17,1.3,1.32,1.3,1.44,0.84,776660000,,ASX,73589,0.04,0.06,0.69,59720000,2.75,1.94,30.23,4.63,21.67,18.57,0,
CWN,11.4,11.35,0,0,9/22/2016,-0.01,-0.0009,1/2/17,11.23,11.4,11.39,14.06,10.31,8300000000,,ASX,1329986,1.3,0.55,6.95,874600000,2.3,1.64,8.74,2.82,20.71,19.31,0,
CWP,5.38,5.34,,,3/30/2016,0.06,0.0112,1/2/17,5.34,5.5,5.44,5.6,3.91,429170000,,ASX,37290,0.55,0.56,3.89,67090000,2.44,1.38,9.84,1.1,9.71,8.77,0,
CWY,1.14,1.13,,,9/20/2016,-0.02,-0.0175,1/2/17,1.11,1.15,1.12,1.26,0.68,1780000000,,ASX,5084004,0.03,0.04,1.12,254870000,1.24,1.02,40,0,,,0,
CXO,0.083,0.084,,,,-0.001,-0.01205,1/2/17,0.082,0.086,0.082,0.15,0.012,22310000,,ASX,2787848,-0.009,,0.03,-929637,1017.543,2.767,,0,,,0,
CXU,0.08,0.08,,,,0,0,1/2/17,0.08,0.08,0.08,0.11,0.04,23040000,,ASX,31274,-0.01,,0.05,-3120000,3124.09,1.78,,0,,,0,
CXX,0.28,0.28,,,,-0.005,-0.01786,1/2/17,0.275,0.28,0.275,0.345,0.16,45300000,,ASX,76259,-0.067,0,0.143,-1130000,4819.599,1.958,,0,,,0,
CXZ,0.11,0.1,,,,-0.01,-0.0909,1/2/17,0.1,0.1,0.1,0.21,0.08,10190000,,ASX,52883,-0.08,,-0.03,-6610000,8.66,,,0,,,0,
CYB,4.72,4.53,,,,-0.15,-0.0318,1/2/17,4.48,4.58,4.57,5.86,3.5,4030000000,,ASX,5822390,-0.31,18.24,4.59,-686496,3.45,1.03,,0.33,0.25,0.21,0,
CYC,0.95,0.95,,,9/2/16,-0.04,-0.0421,1/2/17,0.91,1.01,0.91,1.46,0.52,54230000,,ASX,15222,0.08,,0.21,2710000,4.05,4.59,10.83,0,,,0,
CYP,0.59,0.6,,,,-0.01,-0.0169,1/2/17,0.58,0.62,0.58,0.81,0.26,42190000,,ASX,870677,-0.07,-0.11,0.12,-4800000,39.02,5,,0,,,0,
CYQ,0.041,0.041,,,,0,0,1/2/17,0.041,0.041,0.041,0.051,0.032,,,ASX,300000,,,0,-1440000,,,,0,,,0,
CYY,0.022,0.022,,,,0.001,0.04545,1/2/17,0.022,0.023,0.023,0.062,0.013,9280000,,ASX,366072,-0.004,,0.013,-902549,,1.692,,0,,,0,
CZA,0.054,0.054,,,,-0.008,-0.14815,1/2/17,0.046,0.054,0.046,0.1,0.01,88640000,,ASX,122409,-0.012,-0.01,0.122,-11240000,,0.443,,0,,,0,
CZI,0.065,0.064,,,,-0.002,-0.03077,1/2/17,0.063,0.064,0.063,0.07,0.016,13920000,,ASX,506711,-0.012,-1.9,0.048,-2330000,1480.556,1.354,,0,,,0,
CZL,0.03,0.03,,,,0,0.1111,1/2/17,0.03,0.03,0.03,0.06,0.03,12890000,,ASX,3212891,-0.01,,0.03,-1170000,,0.96,,0,,,0,
CZN,0.016,0.015,,,,-0.001,-0.0625,1/2/17,0.014,0.016,0.015,0.03,0.003,9730000,,ASX,5265957,-0.002,,0.003,-732814,,5.333,,0,,,0,
CZZ,15.87,15.87,0,0,6/29/2016,-0.07,-0.0044,1/2/17,15.79,15.98,15.8,23.19,15.5,149420000,,ASX,19658,1.1,1.2,5.9,16200000,1.12,2.69,14.34,0.8,13.17,11.21,0,
D13,0.115,0.11,,,,0,0,1/2/17,0.11,0.12,0.115,0.17,0.065,53840000,,ASX,236204,-0.028,,0.005,-3990000,136.465,23,,0,,,0,
D2O,1.04,1.05,,,,0.03,0.0288,1/2/17,1.05,1.07,1.07,1.1,0.96,,,ASX,23324,,,0,0,,,,0,,,0,
DAF,0.009,0.008,,,,-0.001,-0.11111,1/2/17,0.008,0.008,0.008,0.023,0.004,1610000000,,ASX,338260,,,0,0,,,,0,,,0,
DAU,0.029,0.028,,,,-0.001,-0.03448,1/2/17,0.028,0.028,0.028,0.047,0.014,2680000,,ASX,29000,-0.011,,0.022,-780291,53.497,1.318,,0,,,0,
DAV,0.19,0.2,,,,0.01,0.0256,1/2/17,0.19,0.22,0.2,0.22,0.16,14800000000,,ASX,303685,0.23,,0,0,,,,0,,,0,
DCC,0.034,0.035,,,8/24/2005,0.005,0.14706,1/2/17,0.035,0.039,0.039,0.22,0.034,7360000,,ASX,1397279,-0.019,0.01,0.009,-2830000,0.167,3.778,,0,,,0,
DCG,1.04,1.04,,,9/1/16,-0.03,-0.0335,1/2/17,1.01,1.04,1.01,1.31,0.65,171590000,,ASX,200558,-0.34,0.09,1.44,9400000,0.59,0.73,,-0.66,11.22,11.22,0,
DCL,0.21,0.215,,,,0.005,0.02381,1/2/17,0.215,0.215,0.215,0.7,0.2,23960000000,,ASX,97232,-0.06,,0.052,-5980000,24473.508,4.038,,0,,,0,
DCN,2.33,2.41,,,,0.07,0.03,1/2/17,2.33,2.42,2.4,4,0.85,319930000,,ASX,348341,-0.19,-0.05,0.1,-21780000,934.39,23.54,,0,,30,0,
DDD,0.005,0.005,,,,-0.001,-0.2,1/2/17,0.004,0.005,0.004,0.007,0.002,1110000,,ASX,44925341,-0.004,,0.002,-287160,687.702,2.5,,0,,,0,
DDR,2.48,2.51,,,12/6/16,-0.05,-0.0202,1/2/17,2.43,2.51,2.43,2.51,1.35,387960000,,ASX,243882,0.15,0.16,0.46,43320000,0.35,5.45,16.53,0,,,0,
DDT,0.014,0.015,,,,0.001,0.07143,1/2/17,0.015,0.016,0.015,0.024,0.01,11410000,,ASX,845500,-0.004,,0.008,-2140000,1.606,1.75,,0,,,0,
DFM,0.82,0.81,,,3/31/2016,-0.015,-0.01829,1/2/17,0.77,0.85,0.805,2.49,0.74,317160000,,ASX,45795,0.146,,0.561,59840000,2.369,1.462,5.514,0,,,0,
DGH,0.84,0.86,,,9/21/2016,0.02,0.0238,1/2/17,0.86,0.86,0.86,0.86,0.67,31740000,,ASX,1822,0.14,,0.83,5610000,1,1.01,6.28,0,,,0,
DGR,0.11,0.11,,,,-0.005,-0.04545,1/2/17,0.105,0.11,0.105,0.12,0.024,57840000,,ASX,436079,0.001,,0.079,-803699,17.647,1.392,105,0,,,0,
DHR,0.01,0.01,,,,0,0,1/2/17,0.01,0.01,0.01,0.02,0,7800000,,ASX,500000,0,,0,-837670,288.73,10,,0,,,0,
DJW,3.73,3.74,,,,0,0,1/2/17,3.73,3.74,3.73,4.24,3.5,815340000,,ASX,54587,0.15,,3.29,0,19.14,1.13,25.55,0,,,0,
DKM,0.14,0.14,,,,0.02,0.1429,1/2/17,0.14,0.17,0.16,0.3,0.07,13200000,,ASX,768051,-0.02,,0.06,-1750000,,2.37,,0,,,0,
DKO,0.056,0.058,,,,-0.001,-0.01786,1/2/17,0.055,0.058,0.055,0.275,0.048,17620000,,ASX,744599,-0.013,,0.061,-1980000,,0.918,,0,,,0,
DLC,0.005,0.004,,,,-0.001,-0.2,1/2/17,0.004,0.004,0.004,0.011,0.002,2530000,,ASX,25000,0,,0.015,-370000,0.183,0.333,,0,,,0,
DLX,6.07,6.06,,,11/16/2016,-0.02,-0.0033,1/2/17,6.04,6.1,6.05,6.78,5.76,2320000000,,ASX,1252532,0.34,0.35,0.95,229790000,1.35,6.36,18.06,6.54,17.29,16.81,0,
DM1,0.019,0.026,,,10/8/13,0.004,0.21053,1/2/17,0.023,0.026,0.023,0.11,0.013,9380000,,ASX,465617,-0.033,,0.029,0,6.672,0.655,,0,,,0,
DMC,0.09,0.09,,,,0,0,1/2/17,0.09,0.09,0.09,0.28,0.08,61530000,,ASX,50000,0,,0.02,-42567,6.01,5,,0,,,0,
DME,0.25,0.22,,,,0.01,0.04,1/2/17,0.22,0.26,0.26,0.47,0.12,61740000,,ASX,70000,-0.01,-0.7,0.12,-1450000,,2.1,,0,,,0,
DMI,0.05,0.05,,,,0,0,1/2/17,0.05,0.05,0.05,0.09,0.03,1830000,,ASX,10000,-0.01,,0.03,-377539,,1.56,,0,,,0,
DMP,59.45,59.5,1.53,0.73,8/22/2016,-2.41,-0.0405,1/2/17,56.81,59.65,57.04,80.69,48.54,5000000000,,ASX,581719,0.92,1.4,4.5,160390000,5.64,13.21,61.87,1.36,40.74,31.69,0,
DN8,0.22,0.22,,,,-0.01,-0.0233,1/2/17,0.21,0.22,0.21,0.22,0.21,72240000,,ASX,86331,0.01,0.03,-0.02,4600000,1.72,,21,0,,,0,
DNA,0.36,0.37,,,10/4/16,0.02,0.0556,1/2/17,0.37,0.38,0.38,0.77,0.35,315860000,,ASX,1287105,0.09,0.08,0.57,87890000,2.09,0.63,4,0.1,4.75,4.22,0,
DNK,0.71,0.695,,,,-0.015,-0.02113,1/2/17,0.68,0.745,0.695,0.76,0.205,139480000,,ASX,640657,-0.031,0,0.133,-1830000,,5.338,,0,,,0,
DOW,6.2,6.17,,,8/17/2016,0.05,0.0081,1/2/17,6.16,6.27,6.25,6.53,2.77,2630000000,,ASX,1358095,0.38,0.38,4.54,542400000,0.38,1.36,16.53,-5.36,16.45,16.03,0,
DRG,0.03,0.031,,,,-0.002,-0.06667,1/2/17,0.028,0.031,0.028,0.05,0.02,2990000,,ASX,150283,-0.008,,0.018,-652661,,1.667,,0,,,0,
DRM,0.44,0.43,,,,0,0.0115,1/2/17,0.43,0.45,0.44,1.25,0.41,136740000,,ASX,1404104,0.05,0.02,0.58,62710000,1.03,0.75,8,0,22,7.33,0,
DRO,0.43,0.43,,,,0.045,0.10465,1/2/17,0.43,0.485,0.475,0.52,0.17,64130000,,ASX,416417,,,0.041,0,12647.059,10.488,,0,,,0,
DRX,0.013,0.013,,,,0,0,1/2/17,0.013,0.013,0.013,0.018,0.008,10530000,,ASX,141508,-0.003,-0.48,0.014,-1440000,102.676,0.929,,0,,,0,
DSB,0.24,0.27,,,9/10/13,0.03,0.125,1/2/17,0.27,0.27,0.27,0.31,0.08,14790000,,ASX,88768,0.02,0.03,0.38,3790000,0.19,0.64,11.25,0,,,0,
DSX,0.057,0.057,,,,0,0,1/2/17,0.057,0.057,0.057,0.071,0.04,13080000,,ASX,26000,-0.02,,0.014,-3950000,11.379,4.071,,0,,,0,
DTI,0.41,0.41,,,,0,0,1/2/17,0.41,0.41,0.41,0.52,0.21,37570000,,ASX,27018,0,0.03,0.16,3240000,2.32,2.56,,0,13.67,10.25,0,
DTL,1.8,1.79,,,3/16/2016,-0.07,-0.0389,1/2/17,1.73,1.79,1.73,1.82,0.95,266380000,,ASX,113273,0.09,0.1,0.26,19820000,0.28,6.95,19.22,1.59,17.3,15.73,0,
DTR,0.034,0.037,,,,0.004,0.11765,1/2/17,0.037,0.039,0.038,0.039,0.01,3850000,,ASX,397144,-0.007,,0.038,-374516,,0.895,,0,,,0,
DTS,0.28,0.28,,,,0.02,0.0526,1/2/17,0.28,0.3,0.3,0.3,0.19,159300,,ASX,280788,-1.57,,1.55,-720973,1.39,0.18,,0,,,0,
DTZ,0.325,0.34,,,,-0.01,-0.03077,1/2/17,0.315,0.35,0.315,0.49,0.315,,,ASX,309663,,,0,0,,,,0,,,0,
DUB,0.44,0.43,,,11/27/2008,-0.09,-0.2045,1/2/17,0.35,0.43,0.35,0.87,0.35,27980000,,ASX,663171,-0.13,,0.14,-8030000,76.84,3.24,,0,,,0,
DUE,2.8,2.8,6.37,0.13,6/29/2016,0,0,1/2/17,2.79,2.82,2.8,2.94,2.12,6810000000,,ASX,12595761,0.09,0.1,1.37,942420000,4.25,2.05,32.56,4.1,28,25.45,0,
DUI,3.52,3.57,,,,0.06,0.017,1/2/17,3.57,3.58,3.58,3.58,3.11,742910000,,ASX,16807,0.15,,3.14,0,20.07,1.12,24.35,0,,,0,
DVL,0.47,0.48,,,,0.01,0.0213,1/2/17,0.47,0.48,0.48,0.6,0.25,71960000,,ASX,22875,-0.04,-0.02,0.06,-5720000,23.33,8.25,,0,,48,0,
DVN,0.45,0.45,,,9/13/2012,0,0,1/2/17,0.45,0.46,0.45,0.68,0.42,71430000,,ASX,13490,-0.41,0.07,1.16,-51950000,0.34,0.39,,0,,,0,
DWS,1.49,1.49,,,9/1/16,-0.06,-0.0403,1/2/17,1.41,1.5,1.43,1.5,0.98,188520000,,ASX,172212,0.13,0.13,0.5,25390000,1.35,3.01,11.26,-6.76,11,10.21,0,
DXB,0.009,0.009,,,9/24/1999,0,0,1/2/17,0.008,0.009,0.009,0.017,0.004,13260000,,ASX,2567800,-0.004,,0.002,-1280000,21.733,4.5,,0,,,0,
DXS,8.98,8.96,4.64,0.31,6/29/2016,0.05,0.0056,1/2/17,8.9,9.03,9.03,9.89,7.09,8740000000,,ASX,2108089,1.3,0.58,7.85,1140000000,5.8,1.14,6.94,10.63,15.57,15.57,0,
DYE,0.22,0.22,,,,0,-0.0222,1/2/17,0.22,0.22,0.22,0.28,0.18,81580000,,ASX,61235,-0.03,-0.02,0.02,-12170000,81.43,9.78,,0,,,0,
DYL,0.024,0.024,,,,-0.001,-0.04167,1/2/17,0.022,0.024,0.023,0.032,0.003,49320000,,ASX,8184487,-0.001,,0.026,-1680000,,0.923,,0,,,0,
EAI,0.86,0.85,,,,0,0.0058,1/2/17,0.85,0.86,0.86,0.9,0.71,1.032E+11,,ASX,95036,,,0,0,,,,0,,,0,
EAL,0.066,0.066,,,11/12/14,0,0,1/2/17,0.066,0.066,0.066,0.13,0.06,9040000,,ASX,84600,-0.145,0.09,0.21,-8070000,0.056,0.314,,0,,,0,
EAR,0.19,0.19,,,,-0.01,-0.0526,1/2/17,0.18,0.19,0.18,0.28,0.07,31110000,,ASX,315569,0,,0.02,-1510000,2343.88,10,,0,,,0,
EAS,1.5,1.5,,,,0,0,1/2/17,1.5,1.5,1.5,1.83,1,42600000,,ASX,3000,-0.01,,0.68,2990000,2.12,2.21,,0,,,0,
EAX,1,0.96,,,8/24/2016,-0.04,-0.04,1/2/17,0.96,0.96,0.96,1.8,0.74,24920000,,ASX,20000,-0.02,0.24,0.46,5840000,0.76,2.16,,0,,,0,
EBO,16.5,16.32,,,9/29/2016,-0.18,-0.0109,1/2/17,16.32,16.32,16.32,19.1,10.75,2470000000,,ASX,31,0.61,,5.21,160840000,0.48,3.17,26.8,0,,,0,
ECX,3.74,3.7,,,5/16/2016,-0.05,-0.0134,1/2/17,3.64,3.74,3.69,4.35,2.42,952230000,,ASX,556507,0.19,0.26,2.55,277220000,1.91,1.46,19.95,1.38,14.19,12.72,0,
EDE,0.3,0.3,,,,-0.015,-0.05,1/2/17,0.28,0.3,0.285,0.345,0.063,331720000,,ASX,3350465,-0.003,,0.013,-3390000,287.707,23.077,,0,,,0,
EGA,0.22,0.225,,,,0.005,0.02273,1/2/17,0.225,0.225,0.225,0.34,0.22,7320000,,ASX,3269,-0.033,,0.051,-693938,10322.857,4.314,,0,,,0,
EGG,0.91,0.91,,,3/15/2010,0,0,1/2/17,0.91,0.91,0.91,1.32,0.78,77900000,,ASX,2500,0.08,0.06,1.28,15270000,0.36,0.71,11.67,2.53,15.17,11.38,0,
EGH,0.68,0.68,,,,0,0,1/2/17,0.68,0.69,0.68,0.8,0.46,153530000,,ASX,3835,0.05,0.05,0.29,7420000,8.04,2.36,13.08,0.63,13.6,9.71,0,
EGI,0.98,0.99,,,9/5/16,0,0,1/2/17,0.98,0.99,0.98,1.05,0.9,,,ASX,40300,-0.04,,0,0,,,,0,,,0,
EGN,0.15,0.15,,,10/9/08,0,0,1/2/17,0.15,0.15,0.15,0.17,0.03,46630000,,ASX,25000,0.01,,0.18,10540000,0.35,0.85,12.5,0,,,0,
EGO,0.3,0.275,,,,-0.005,-0.01667,1/2/17,0.275,0.295,0.295,0.5,0.265,30160000,,ASX,33375,-0.032,0.05,0.588,9920000,1.537,0.51,,0.34,5.9,4.214,0,
EGS,0.39,0.4,,,,-0.015,-0.03846,1/2/17,0.375,0.4,0.375,0.555,0.14,183600000,,ASX,313156,-0.084,0.01,0.008,-19530000,12398.079,48.75,,0,37.5,3.125,0,
EHE,2.69,2.69,,,3/22/2016,0.01,0.0037,1/2/17,2.69,2.71,2.7,6.79,2.08,508090000,,ASX,1709067,0.15,0.2,3.14,86400000,1.14,0.86,17.88,-1.81,13.5,13.5,0,
EHL,0.086,0.085,0,0,2/27/2013,-0.002,-0.02326,1/2/17,0.082,0.086,0.084,0.09,0.025,47800000,,ASX,709139,-0.404,-0.08,0.011,37780000,0.237,7.818,,0,,,0,
ELD,4.25,4.22,,,9/26/2008,0,0,1/2/17,4.17,4.27,4.25,4.64,3.2,483900000,,ASX,99438,0.49,0.39,1.62,43840000,0.29,2.63,8.73,0.59,10.9,10.37,0,
ELK,0.07,0.08,,,,0.01,0.0811,1/2/17,0.08,0.08,0.08,0.1,0.06,53780000,,ASX,540416,-0.03,-0.01,0.03,-4870000,847.13,2.18,,0,,8,0,
ELT,0.013,0.012,,,,-0.001,-0.07692,1/2/17,0.012,0.012,0.012,0.012,0.005,9210000,,ASX,1000000,-0.002,,0.006,-845726,937.005,2.167,,0,,,0,
ELX,1.3,1.265,,,12/3/02,-0.045,-0.03462,1/2/17,1.25,1.31,1.255,1.62,0.65,143250000,,ASX,61698,0.028,0.04,0.423,6420000,2.032,3.073,44.821,0,31.375,20.917,0,
EMC,0.83,0.84,,,9/25/2008,-0.03,-0.0361,1/2/17,0.79,0.85,0.8,1.18,0.19,158340000,,ASX,271936,-0.09,,0.04,-3640000,388.76,23.06,,0,,,0,
EMF,1.79,1.79,,,,0,0,1/2/17,1.79,1.79,1.79,1.87,1.69,1.6814E+11,,ASX,50648,,,0,0,,,,0,,,0,
EMG,0.011,0.01,,,,-0.002,-0.18182,1/2/17,0.009,0.01,0.009,0.018,0.007,2040000,,ASX,304130,-0.01,,0.008,-318210,42.377,1.375,,0,,,0,
EMH,0.68,0.65,,,,-0.03,-0.037,1/2/17,0.65,0.65,0.65,0.77,0.1,78920000,,ASX,2400,-0.02,,0.07,-1280000,584.42,10.23,,0,,,0,
EML,1.72,1.715,,,,-0.015,-0.00872,1/2/17,1.66,1.715,1.705,2.2,0.925,413320000,,ASX,537424,0,0.05,0.492,1760000,17.887,3.496,,0,34.1,21.313,0,
EMR,0.046,0.046,,,,0.001,0.02174,1/2/17,0.046,0.047,0.047,0.06,0.023,61410000,,ASX,813621,0,,0.014,-804998,,3.286,,0,,,0,
EMX,0.055,0.056,,,,0.004,0.07273,1/2/17,0.056,0.06,0.059,0.061,0.028,35930000,,ASX,4061990,0.001,,0.01,-9100000,461.03,5.5,59,0,,,0,
ENB,0.006,0.006,,,,0,0,1/2/17,0.006,0.006,0.006,0.025,0.001,1560000,,ASX,814227,-0.006,,0.01,-560359,,0.6,,0,,,0,
ENC,0.25,0.25,,,,0,-0.0196,1/2/17,0.25,0.25,0.25,0.37,0.19,64830000000,,ASX,51812,,,0,0,,,,0,,,0,
ENN,2.17,2.17,,,6/29/2016,-0.04,-0.0184,1/2/17,2.13,2.17,2.13,2.34,1.57,150470000,,ASX,109,-0.01,0.17,0.68,11390000,2.18,3.19,,0,12.53,11.83,0,
ENT,0.014,0.014,,,,0,0,1/2/17,0.014,0.014,0.014,0.026,0.012,4410000,,ASX,124579,-0.01,,0.026,-365671,,0.538,,0,,,0,
EOR,0.007,0.007,,,,0,0,1/2/17,0.007,0.007,0.007,0.017,0.003,5750000,,ASX,500000,-0.002,,-0.001,0,,,,0,,,0,
EOS,1.78,1.81,,,,0.02,0.0112,1/2/17,1.75,1.91,1.8,2.44,1.02,102320000,,ASX,85024,0.08,,0.09,1900000,2.97,18.74,22.22,0,,,0,
EPD,0.49,0.49,,,10/2/14,0,0,1/2/17,0.49,0.5,0.49,0.55,0.22,58820000,,ASX,28338,-0.01,0.05,0.44,4010000,0.37,1.12,,0,9.8,7,0,
EPM,0.008,0.008,,,,0,0,1/2/17,0.008,0.008,0.008,0.01,0.004,7830000,,ASX,713210,-0.001,,0.003,-352118,257.436,2.667,,0,,,0,
EPT,0.026,0.026,,,,0,0,1/2/17,0.025,0.026,0.026,0.058,0.012,4410000,,ASX,1022431,-0.038,,-0.005,-1400000,,,,0,,,0,
EPW,1.21,1.21,,,9/9/16,0.03,0.029,1/2/17,1.17,1.24,1.24,1.64,0.75,300660000,,ASX,588139,0.15,0.02,1.94,64680000,0.11,0.62,8.49,-13.29,62,20.67,0,
EQE,0.01,0.011,,,,0.002,0.2,1/2/17,0.011,0.012,0.012,0.02,0.006,5220000,,ASX,1470117,-0.008,,0.003,-679369,1236.489,3.333,,0,,,0,
EQT,18.49,18,,,9/14/2016,-0.49,-0.0265,1/2/17,18,18.37,18,20.61,12.91,359350000,,ASX,637,0.67,0.98,12.06,27260000,4.41,1.53,27.07,1.8,18.37,16.51,0,
EQU,0.09,0.09,,,,0,0.0345,1/2/17,0.08,0.09,0.09,0.09,0.02,22500000,,ASX,3186958,-0.04,,0.01,0,7625.56,12.43,,0,,,0,
EQX,0.485,0.485,,,,-0.01,-0.02062,1/2/17,0.475,0.485,0.475,0.495,0.265,59110000,,ASX,73786,-0.007,-0.13,0.348,-686496,51.563,1.394,,0,,,0,
ERA,0.69,0.71,,,8/9/10,0.01,0.0145,1/2/17,0.68,0.72,0.7,0.75,0.32,362410000,,ASX,279697,-0.42,-0.1,0.53,52790000,1.07,1.31,,0,,,0,
ERF,1.32,1.32,,,,0.03,0.0227,1/2/17,1.32,1.35,1.35,1.35,1.25,,,ASX,317327,0.28,0.07,0,0,,,,0,,,0,
ERL,0.03,0.03,,,,0,0,1/2/17,0.03,0.03,0.03,0.05,0.01,9730000,,ASX,129505,-0.01,,0,-1800000,,,,0,,,0,
ERM,0.12,0.12,,,,-0.005,-0.04167,1/2/17,0.115,0.12,0.115,0.195,0.03,43510000,,ASX,930981,-0.011,,0.059,-957301,159.656,2.034,,0,,,0,
ESH,0.026,0.027,,,,0,0,1/2/17,0.025,0.027,0.026,0.034,0.001,796458,,ASX,1245900,0.001,,0.166,35726,1.024,0.157,26,0,,,0,
ESI,0.016,0.016,,,10/10/02,0.001,0.0625,1/2/17,0.016,0.017,0.017,0.027,0.01,46460000,,ASX,2462678,-0.002,,0.002,-724599,520.444,8,,0,,,0,
ESR,0.105,0.105,,,,-0.012,-0.11429,1/2/17,0.087,0.11,0.093,0.135,0.012,17510000,,ASX,12984135,-0.006,,0.005,2860000,,21,,0,,,0,
ETE,0.007,0.007,,,,0,0,1/2/17,0.007,0.007,0.007,0.011,0.004,3570000,,ASX,1743637,-0.039,,0.005,-1060000,96.311,1.4,,0,,,0,
EUR,0.054,0.054,,,,0.003,0.05556,1/2/17,0.054,0.057,0.057,0.14,0.043,,,ASX,888884,,,0,0,,,,0,,,0,
EVN,2.13,2.17,1.34,0.02,8/25/2016,0.04,0.0188,1/2/17,2.15,2.19,2.17,3.06,1.39,3190000000,,ASX,8379491,-0.02,0.19,1.06,527370000,2.35,2.02,,0.51,11.42,9.43,0,
EVO,0.95,1.07,,,12/5/16,0.12,0.1263,1/2/17,1.07,1.07,1.07,1.07,0.65,189110000,,ASX,18600,0.06,,0.68,19200000,1.61,1.4,16.46,0,,,0,
EVS,0.066,0.068,,,,0.001,0.01515,1/2/17,0.067,0.068,0.067,0.068,0.067,12210000,,ASX,210000,-0.011,0,0.081,-538999,0.675,0.815,,0,,,0,
EVT,14.75,14.8,,,9/7/16,-0.29,-0.0197,1/2/17,14.4,14.8,14.46,15.99,13.13,2300000000,,ASX,59972,0.81,0.82,6.38,250560000,1.86,2.31,17.85,3.34,17.63,16.25,0,
EVZ,0.015,0.015,,,3/17/2010,0,0,1/2/17,0.015,0.015,0.015,0.022,0.006,3160000,,ASX,62,-0.012,,0.027,-55158,0.049,0.556,,0,,,0,
EWC,0.39,0.4,,,,0.055,0.14103,1/2/17,0.385,0.45,0.445,0.45,0.125,771700000,,ASX,3027342,0.015,0.01,0.366,94900000,3.608,1.066,29.667,0,,,0,
EXC,0.053,0.055,,,,0.002,0.03774,1/2/17,0.055,0.055,0.055,0.092,0.017,13060000,,ASX,50000,-0.006,,0.022,-1170000,1323.256,2.409,,0,,,0,
EXU,0.07,0.07,,,,0,-0.0411,1/2/17,0.07,0.07,0.07,0.14,0.02,16550000,,ASX,258911,0,,0.02,-829904,,3.17,,0,,,0,
EYM,0.009,0.009,,,,0,0,1/2/17,0.009,0.009,0.009,0.075,0.007,800054.94,,ASX,50000,-0.014,,0.056,-857234,,0.161,,0,,,0,
EZL,1.03,1.03,,,8/2/16,-0.01,-0.0097,1/2/17,1.02,1.03,1.02,1.1,0.7,161750000,,ASX,77471,0.02,,0.72,0,4.25,1.43,46.36,0,,,0,
FAR,0.08,0.079,,,,-0.003,-0.0375,1/2/17,0.076,0.079,0.077,0.12,0.064,343540000,,ASX,44602386,-0.006,0,0.034,-22780000,,2.353,,0,,,0,
FBR,0.088,0.087,,,6/1/02,-0.006,-0.06818,1/2/17,0.08,0.087,0.082,0.165,0.019,54340000,,ASX,4538787,-0.014,,0.006,-1590000,195.911,14.667,,0,,,0,
FBU,10.1,10.01,,,9/22/2016,-0.17,-0.0168,1/2/17,9.89,10.06,9.93,10.78,6.05,6830000000,,ASX,975270,0.47,0.66,3.89,625240000,1.06,2.6,20.95,2.57,15.05,14.19,0,
FCR,0.003,0.003,,,,0,0,1/2/17,0.003,0.003,0.003,0.007,0.002,3840000,,ASX,1653810,-0.002,0,0.001,-1660000,170.611,3,,0,,,0,
FCT,0.53,0.54,,,,-0.045,-0.08491,1/2/17,0.48,0.55,0.485,0.69,0.205,87200000,,ASX,1702829,-0.038,,0.049,-2250000,14.885,10.816,,0,,,0,
FDM,0.088,0.09,,,,0.001,0.01136,1/2/17,0.089,0.09,0.089,0.11,0.041,48510000,,ASX,577943,-0.112,,0.04,-36240000,7.013,2.2,,0,,,0,
FDV,0.45,0.47,,,,0.01,0.0222,1/2/17,0.44,0.48,0.46,0.59,0.43,,,ASX,61486,,-0.04,0,-325491,,,,0,,,0,
FET,2.49,2.48,,,9/29/2016,-0.03,-0.012,1/2/17,2.45,2.52,2.46,2.91,2.08,,,ASX,64185,0.43,0.15,0,0,,,,0,16.4,15.38,0,
FFC,0.15,0.13,,,,-0.02,-0.1333,1/2/17,0.13,0.13,0.13,0.28,0.04,16570000,,ASX,10000,,,0.01,-3720000,9.8,10.71,,0,,,0,
